,index,AwayTeam,Date,Div,FTHG,FTR,HomeTeam,IsTraining,Referee,away_away_1_team_corners_against,away_away_1_team_corners_for,away_away_1_team_goals_against,away_away_1_team_goals_for,away_away_1_team_possession,away_away_1_team_shotsoff_against,away_away_1_team_shotsoff_for,away_away_1_team_shotson_against,away_away_1_team_shotson_for,away_away_3_team_corners_against,away_away_3_team_corners_for,away_away_3_team_goals_against,away_away_3_team_goals_for,away_away_3_team_possession,away_away_3_team_shotsoff_against,away_away_3_team_shotsoff_for,away_away_3_team_shotson_against,away_away_3_team_shotson_for,away_away_6_team_corners_against,away_away_6_team_corners_for,away_away_6_team_goals_against,away_away_6_team_goals_for,away_away_6_team_possession,away_away_6_team_shotsoff_against,away_away_6_team_shotsoff_for,away_away_6_team_shotson_against,away_away_6_team_shotson_for,away_direct_team_corners_against,away_direct_team_corners_for,away_direct_team_goals_against,away_direct_team_goals_for,away_direct_team_possession,away_direct_team_shotsoff_against,away_direct_team_shotsoff_for,away_direct_team_shotson_against,away_direct_team_shotson_for,away_home_1_team_corners_against,away_home_1_team_corners_for,away_home_1_team_goals_against,away_home_1_team_goals_for,away_home_1_team_possession,away_home_1_team_shotsoff_against,away_home_1_team_shotsoff_for,away_home_1_team_shotson_against,away_home_1_team_shotson_for,away_home_3_team_corners_against,away_home_3_team_corners_for,away_home_3_team_goals_against,away_home_3_team_goals_for,away_home_3_team_possession,away_home_3_team_shotsoff_against,away_home_3_team_shotsoff_for,away_home_3_team_shotson_against,away_home_3_team_shotson_for,away_home_6_team_corners_against,away_home_6_team_corners_for,away_home_6_team_goals_against,away_home_6_team_goals_for,away_home_6_team_possession,away_home_6_team_shotsoff_against,away_home_6_team_shotsoff_for,away_home_6_team_shotson_against,away_home_6_team_shotson_for,home_away_1_team_corners_against,home_away_1_team_corners_for,home_away_1_team_goals_against,home_away_1_team_goals_for,home_away_1_team_possession,home_away_1_team_shotsoff_against,home_away_1_team_shotsoff_for,home_away_1_team_shotson_against,home_away_1_team_shotson_for,home_away_3_team_corners_against,home_away_3_team_corners_for,home_away_3_team_goals_against,home_away_3_team_goals_for,home_away_3_team_possession,home_away_3_team_shotsoff_against,home_away_3_team_shotsoff_for,home_away_3_team_shotson_against,home_away_3_team_shotson_for,home_away_6_team_corners_against,home_away_6_team_corners_for,home_away_6_team_goals_against,home_away_6_team_goals_for,home_away_6_team_possession,home_away_6_team_shotsoff_against,home_away_6_team_shotsoff_for,home_away_6_team_shotson_against,home_away_6_team_shotson_for,home_direct_team_corners_against,home_direct_team_corners_for,home_direct_team_goals_against,home_direct_team_goals_for,home_direct_team_possession,home_direct_team_shotsoff_against,home_direct_team_shotsoff_for,home_direct_team_shotson_against,home_direct_team_shotson_for,home_home_1_team_corners_against,home_home_1_team_corners_for,home_home_1_team_goals_against,home_home_1_team_goals_for,home_home_1_team_possession,home_home_1_team_shotsoff_against,home_home_1_team_shotsoff_for,home_home_1_team_shotson_against,home_home_1_team_shotson_for,home_home_3_team_corners_against,home_home_3_team_corners_for,home_home_3_team_goals_against,home_home_3_team_goals_for,home_home_3_team_possession,home_home_3_team_shotsoff_against,home_home_3_team_shotsoff_for,home_home_3_team_shotson_against,home_home_3_team_shotson_for,home_home_6_team_corners_against,home_home_6_team_corners_for,home_home_6_team_goals_against,home_home_6_team_goals_for,home_home_6_team_possession,home_home_6_team_shotsoff_against,home_home_6_team_shotsoff_for,home_home_6_team_shotson_against,home_home_6_team_shotson_for
412,412,Hull,2016-10-09,E0,1.0,D,Burnley,True,P Tierney,2.0,13.0,1.0,5.0,24.65,1.0,11.0,0.0,17.0,14.0,26.0,4.0,6.0,120.80204678362571,12.0,33.0,6.0,33.0,36.0,34.0,6.0,11.0,266.80204678362566,39.0,45.0,25.0,44.0,13.0,21.0,2.0,2.0,146.5964912280702,18.0,16.0,6.0,29.0,7.0,5.0,2.0,0.0,46.05,9.0,3.0,12.0,5.0,17.0,8.0,8.0,1.0,124.85,24.0,11.0,41.0,10.0,24.0,30.0,10.0,5.0,266.75,42.0,29.0,53.0,36.0,1.0,7.0,1.0,2.0,43.45,4.0,6.0,2.0,6.0,8.0,23.0,2.0,5.0,120.66052631578951,9.0,24.0,8.0,26.0,20.0,50.0,3.0,8.0,248.66052631578944,21.0,46.0,19.0,63.0,13.0,21.0,2.0,2.0,153.4035087719298,18.0,16.0,6.0,29.0,6.0,2.0,1.0,0.0,36.8421052631579,11.0,5.0,7.0,5.0,21.0,14.0,2.0,3.0,129.92894736842106,20.0,14.0,17.0,19.0,43.0,29.0,3.0,5.0,246.67894736842098,45.0,22.0,44.0,31.0
413,413,Leicester,2016-10-09,E0,4.0,H,Liverpool,True,C Pawson,6.0,8.0,1.0,4.0,35.6,2.0,9.0,8.0,4.0,16.0,14.0,3.0,10.0,118.3,20.0,17.0,18.0,20.0,34.0,28.0,7.0,12.0,239.58421052631581,45.0,40.0,40.0,53.0,34.0,22.0,7.0,9.0,207.3,32.0,36.0,26.0,49.0,6.0,3.0,0.0,0.0,39.9,4.0,5.0,7.0,3.0,13.0,14.0,2.0,5.0,150.1,12.0,15.0,14.0,14.0,30.0,32.0,3.0,13.0,273.53333333333336,23.0,34.0,31.0,40.0,10.0,3.0,2.0,1.0,60.05,6.0,5.0,10.0,2.0,19.0,14.0,5.0,3.0,159.4815789473684,14.0,15.0,22.0,16.0,40.0,27.0,10.0,10.0,343.9315789473684,34.0,27.0,44.0,24.0,34.0,22.0,7.0,9.0,292.7,32.0,36.0,26.0,49.0,2.0,13.0,1.0,5.0,75.35,1.0,11.0,0.0,17.0,17.0,22.0,2.0,11.0,207.15,18.0,20.0,7.0,37.0,25.0,43.0,5.0,19.0,385.9055555555556,26.0,45.0,18.0,82.0
414,414,Man City,2016-10-09,E0,1.0,A,Man United,True,M Clattenburg,3.0,4.0,1.0,2.0,47.9,4.0,3.0,9.0,9.0,14.0,10.0,6.0,5.0,178.1404761904762,25.0,17.0,19.0,18.0,27.0,29.0,13.0,11.0,341.79561403508774,42.0,27.0,34.0,28.0,22.0,29.0,5.0,7.0,253.8015873015873,21.0,31.0,21.0,26.0,5.0,5.0,0.0,4.0,68.0,4.0,4.0,2.0,12.0,15.0,19.0,3.0,8.0,205.55,9.0,24.0,8.0,25.0,29.0,43.0,6.0,16.0,389.8578947368421,26.0,43.0,15.0,36.0,7.0,5.0,1.0,3.0,55.25,8.0,5.0,5.0,2.0,15.0,10.0,5.0,4.0,169.85000000000005,20.0,13.0,25.0,10.0,30.0,19.0,8.0,10.0,349.9214285714286,33.0,36.0,36.0,29.0,22.0,29.0,5.0,7.0,246.1984126984127,21.0,31.0,21.0,26.0,2.0,13.0,1.0,1.0,69.7,2.0,10.0,4.0,12.0,12.0,25.0,4.0,7.0,167.90952380952382,12.0,27.0,19.0,21.0,18.0,42.0,5.0,14.0,355.0068922305764,35.0,44.0,31.0,47.0
415,415,Crystal Palace,2016-10-09,E0,1.0,A,Middlesbrough,True,N Swarbrick,9.0,10.0,2.0,1.0,43.26315789473684,3.0,6.0,4.0,6.0,20.0,19.0,7.0,4.0,149.42631578947368,16.0,14.0,14.0,15.0,37.0,35.0,9.0,10.0,293.8691729323308,28.0,40.0,27.0,33.0,6.0,6.0,2.0,1.0,50.26315789473684,4.0,5.0,4.0,4.0,5.0,10.0,1.0,4.0,52.631578947368425,7.0,2.0,3.0,6.0,16.0,23.0,3.0,6.0,150.43157894736842,18.0,17.0,10.0,22.0,30.0,47.0,4.0,9.0,317.08947368421053,34.0,36.0,26.0,43.0,5.0,4.0,1.0,1.0,47.35,3.0,11.0,4.0,4.0,12.0,15.0,1.0,5.0,141.77777777777774,10.0,20.0,9.0,16.0,13.0,23.0,3.0,6.0,197.02777777777771,12.0,27.0,13.0,26.0,6.0,6.0,2.0,1.0,49.73684210526316,4.0,5.0,4.0,4.0,10.0,2.0,2.0,1.0,43.42105263157895,11.0,2.0,6.0,1.0,22.0,17.0,5.0,3.0,138.2078947368421,23.0,12.0,12.0,10.0,22.0,17.0,5.0,3.0,138.2078947368421,23.0,12.0,12.0,10.0
416,416,Tottenham,2016-10-09,E0,0.0,A,Stoke,True,A Taylor,10.0,2.0,2.0,1.0,56.57894736842106,11.0,2.0,6.0,1.0,24.0,17.0,7.0,2.0,169.17894736842106,20.0,15.0,24.0,14.0,43.0,32.0,14.0,9.0,327.5707602339181,48.0,35.0,43.0,33.0,27.0,30.0,13.0,5.0,278.9277777777778,33.0,31.0,34.0,36.0,3.0,4.0,1.0,2.0,52.1,4.0,3.0,9.0,9.0,9.0,23.0,2.0,4.0,177.8,14.0,23.0,17.0,29.0,22.0,52.0,6.0,6.0,375.6619047619049,33.0,57.0,30.0,53.0,2.0,13.0,1.0,1.0,30.3,2.0,10.0,4.0,12.0,9.0,32.0,3.0,6.0,122.31842105263156,12.0,20.0,9.0,31.0,22.0,54.0,5.0,13.0,260.6184210526316,38.0,34.0,17.0,46.0,27.0,30.0,13.0,5.0,221.07222222222225,33.0,31.0,34.0,36.0,6.0,6.0,1.0,1.0,53.26315789473684,3.0,4.0,4.0,5.0,21.0,23.0,9.0,2.0,136.13696741854636,13.0,15.0,21.0,16.0,42.0,34.0,15.0,5.0,279.7187134502924,37.0,33.0,42.0,26.0
417,417,Watford,2016-10-09,E0,2.0,A,West Ham,True,M Atkinson,6.0,7.0,0.0,2.0,49.65,2.0,3.0,8.0,8.0,12.0,17.0,5.0,5.0,132.95,10.0,23.0,14.0,23.0,23.0,34.0,10.0,13.0,254.9,24.0,43.0,28.0,48.0,8.0,15.0,6.0,7.0,140.5,10.0,19.0,11.0,25.0,5.0,4.0,2.0,2.0,50.3,7.0,5.0,3.0,10.0,14.0,12.0,6.0,6.0,133.47105263157894,18.0,15.0,15.0,20.0,27.0,27.0,12.0,12.0,291.8552631578947,31.0,35.0,27.0,37.0,6.0,2.0,2.0,4.0,71.2,10.0,2.0,9.0,2.0,11.0,14.0,4.0,9.0,145.64999999999995,13.0,21.0,17.0,15.0,32.0,26.0,10.0,13.0,309.3825814536341,34.0,34.0,32.0,25.0,8.0,15.0,6.0,7.0,159.5,10.0,19.0,11.0,25.0,5.0,4.0,1.0,1.0,52.65,3.0,11.0,4.0,4.0,11.0,14.0,8.0,3.0,152.2078947368421,13.0,24.0,18.0,14.0,22.0,34.0,15.0,7.0,305.80789473684206,20.0,59.0,31.0,36.0
418,418,Chelsea,2016-11-09,E0,2.0,D,Swansea,True,A Marriner,3.0,7.0,2.0,0.0,34.736842105263165,5.0,6.0,6.0,3.0,11.0,21.0,4.0,3.0,139.28684210526316,19.0,15.0,22.0,12.0,30.0,29.0,9.0,7.0,285.7526315789474,39.0,29.0,56.0,34.0,34.0,14.0,12.0,9.0,256.9342105263158,37.0,23.0,44.0,33.0,2.0,4.0,0.0,5.0,60.95,1.0,5.0,1.0,10.0,14.0,17.0,0.0,12.0,176.05526315789467,11.0,14.0,11.0,24.0,24.0,39.0,3.0,18.0,345.16315789473686,16.0,33.0,25.0,51.0,4.0,6.0,2.0,2.0,52.95,6.0,8.0,7.0,4.0,11.0,18.0,4.0,6.0,135.35,15.0,27.0,19.0,18.0,24.0,42.0,11.0,9.0,276.75,31.0,49.0,40.0,41.0,34.0,14.0,12.0,9.0,243.06578947368425,37.0,23.0,44.0,33.0,0.0,2.0,3.0,1.0,38.4,4.0,3.0,1.0,3.0,12.0,12.0,5.0,2.0,124.71842105263157,14.0,14.0,15.0,12.0,33.0,23.0,12.0,5.0,271.77953216374266,42.0,38.0,38.0,28.0
419,419,Everton,2016-12-09,E0,0.0,A,Sunderland,True,M Jones,2.0,5.0,0.0,1.0,46.21052631578947,10.0,8.0,2.0,8.0,12.0,11.0,1.0,8.0,148.91052631578947,13.0,17.0,18.0,21.0,21.0,34.0,5.0,12.0,284.5499999999999,30.0,34.0,32.0,41.0,16.0,36.0,9.0,9.0,330.25,32.0,25.0,40.0,40.0,3.0,6.0,1.0,1.0,41.1,5.0,3.0,3.0,6.0,14.0,24.0,2.0,4.0,150.05,15.0,16.0,13.0,23.0,28.0,49.0,5.0,10.0,318.8590643274854,24.0,34.0,21.0,46.0,4.0,9.0,0.0,2.0,30.809523809523807,1.0,13.0,5.0,12.0,8.0,27.0,2.0,4.0,98.44402673350042,8.0,37.0,16.0,24.0,18.0,52.0,3.0,9.0,210.94402673350044,18.0,63.0,26.0,55.0,16.0,36.0,9.0,9.0,169.75,32.0,25.0,40.0,40.0,4.0,3.0,2.0,1.0,56.26315789473684,7.0,8.0,9.0,13.0,20.0,5.0,6.0,5.0,131.66315789473686,24.0,13.0,21.0,16.0,35.0,19.0,13.0,8.0,265.62744360902246,48.0,23.0,46.0,33.0
420,420,Liverpool,2016-09-16,E0,1.0,A,Chelsea,True,M Atkinson,5.0,5.0,1.0,1.0,49.8,6.0,6.0,5.0,6.0,21.0,11.0,5.0,7.0,168.65,23.0,10.0,24.0,9.0,37.0,27.0,9.0,12.0,330.9605263157895,40.0,28.0,41.0,34.0,21.0,19.0,7.0,4.0,221.85,24.0,18.0,31.0,33.0,7.0,1.0,1.0,4.0,61.4,7.0,2.0,4.0,11.0,18.0,16.0,2.0,7.0,186.65,20.0,19.0,16.0,37.0,26.0,36.0,6.0,18.0,367.0555555555557,33.0,40.0,20.0,70.0,11.0,1.0,2.0,2.0,50.0,11.0,2.0,16.0,2.0,19.0,8.0,5.0,4.0,146.46578947368425,20.0,14.0,34.0,22.0,38.0,22.0,11.0,9.0,318.5157894736842,36.0,26.0,50.0,42.0,21.0,19.0,7.0,4.0,178.15,24.0,18.0,31.0,33.0,5.0,9.0,0.0,3.0,61.78947368421053,3.0,8.0,2.0,13.0,12.0,23.0,2.0,6.0,176.13947368421054,11.0,21.0,17.0,30.0,32.0,51.0,9.0,10.0,332.65614035087725,27.0,49.0,34.0,48.0
421,421,Middlesbrough,2016-09-17,E0,3.0,H,Everton,True,L Mason,4.0,5.0,0.0,0.0,51.15,4.0,5.0,3.0,8.0,5.0,13.0,2.0,1.0,106.4,6.0,12.0,7.0,18.0,5.0,13.0,2.0,1.0,106.4,6.0,12.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,1.0,49.73684210526316,4.0,5.0,4.0,4.0,12.0,15.0,3.0,2.0,94.78684210526316,12.0,10.0,6.0,9.0,12.0,15.0,3.0,2.0,94.78684210526316,12.0,10.0,6.0,9.0,5.0,5.0,3.0,0.0,65.85,8.0,3.0,8.0,9.0,14.0,24.0,6.0,5.0,192.45,14.0,20.0,17.0,27.0,27.0,48.0,6.0,12.0,338.8684210526316,26.0,46.0,34.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,1.0,55.35,3.0,8.0,2.0,13.0,19.0,18.0,2.0,5.0,146.0,11.0,16.0,13.0,29.0,39.0,31.0,6.0,8.0,306.7315789473685,35.0,25.0,28.0,42.0
422,422,Arsenal,2016-09-17,E0,1.0,A,Hull,True,R East,2.0,3.0,3.0,1.0,61.57894736842106,3.0,5.0,7.0,8.0,11.0,12.0,5.0,3.0,156.87894736842105,11.0,17.0,16.0,13.0,27.0,33.0,10.0,7.0,333.38070175438594,25.0,32.0,38.0,34.0,5.0,10.0,5.0,3.0,137.83333333333331,8.0,11.0,16.0,15.0,1.0,6.0,0.0,3.0,50.14285714285714,5.0,9.0,6.0,6.0,9.0,16.0,5.0,10.0,164.3218045112782,9.0,20.0,17.0,16.0,23.0,35.0,6.0,14.0,376.5051378446115,24.0,43.0,27.0,39.0,9.0,5.0,1.0,1.0,57.26315789473684,7.0,6.0,2.0,6.0,20.0,19.0,3.0,3.0,138.15204678362574,19.0,29.0,10.0,18.0,41.0,25.0,6.0,9.0,281.15204678362574,41.0,38.0,29.0,30.0,5.0,10.0,5.0,3.0,62.16666666666667,8.0,11.0,16.0,15.0,6.0,1.0,1.0,0.0,37.6,10.0,5.0,15.0,3.0,10.0,14.0,2.0,4.0,131.5,24.0,16.0,25.0,16.0,25.0,30.0,6.0,6.0,245.5,37.0,29.0,52.0,36.0
423,423,Burnley,2016-09-17,E0,3.0,H,Leicester,True,A Taylor,5.0,9.0,0.0,3.0,38.21052631578947,3.0,8.0,2.0,13.0,10.0,25.0,2.0,3.0,129.21052631578948,9.0,25.0,8.0,33.0,24.0,53.0,3.0,7.0,244.21052631578945,24.0,50.0,21.0,65.0,7.0,15.0,3.0,3.0,98.75,7.0,5.0,7.0,21.0,9.0,5.0,1.0,1.0,42.73684210526316,7.0,6.0,2.0,6.0,25.0,13.0,2.0,3.0,115.98684210526315,27.0,13.0,24.0,12.0,41.0,27.0,4.0,4.0,243.23684210526318,41.0,16.0,42.0,35.0,7.0,1.0,1.0,4.0,38.6,7.0,2.0,4.0,11.0,16.0,13.0,3.0,7.0,125.3,26.0,14.0,20.0,27.0,35.0,30.0,7.0,8.0,251.70643274853802,47.0,37.0,36.0,57.0,7.0,15.0,3.0,3.0,101.25,7.0,5.0,7.0,21.0,6.0,4.0,1.0,3.0,53.65,4.0,4.0,5.0,5.0,17.0,18.0,2.0,7.0,134.25,12.0,17.0,17.0,23.0,36.0,29.0,4.0,14.0,280.90789473684214,31.0,30.0,30.0,37.0
424,424,Bournemouth,2016-09-17,E0,4.0,H,Man City,True,J Moss,4.0,10.0,1.0,2.0,55.65,5.0,10.0,3.0,7.0,11.0,18.0,1.0,7.0,139.45,8.0,24.0,14.0,16.0,29.0,28.0,4.0,13.0,278.4055555555556,24.0,41.0,24.0,26.0,11.0,5.0,5.0,6.0,86.83333333333334,11.0,11.0,6.0,11.0,5.0,10.0,0.0,1.0,62.28571428571429,6.0,5.0,6.0,8.0,10.0,19.0,5.0,3.0,173.68571428571425,13.0,12.0,15.0,19.0,25.0,38.0,15.0,5.0,315.2032581453633,37.0,28.0,32.0,40.0,4.0,4.0,2.0,2.0,66.19047619047619,8.0,8.0,7.0,5.0,15.0,15.0,7.0,4.0,173.26666666666665,24.0,12.0,18.0,11.0,23.0,39.0,13.0,9.0,335.93333333333334,30.0,26.0,33.0,24.0,11.0,5.0,5.0,6.0,113.16666666666666,11.0,11.0,6.0,11.0,4.0,5.0,1.0,3.0,68.6,3.0,12.0,3.0,7.0,12.0,21.0,5.0,6.0,200.55,7.0,30.0,7.0,15.0,29.0,49.0,7.0,12.0,373.4690058479532,22.0,54.0,17.0,30.0
425,425,West Ham,2016-09-17,E0,4.0,H,West Brom,True,M Clattenburg,4.0,5.0,1.0,3.0,31.4,3.0,12.0,3.0,7.0,15.0,16.0,3.0,7.0,135.64047619047622,10.0,21.0,18.0,16.0,35.0,34.0,10.0,11.0,282.33258145363413,30.0,47.0,28.0,29.0,12.0,19.0,6.0,4.0,203.45,15.0,29.0,20.0,30.0,4.0,4.0,4.0,2.0,57.4,4.0,6.0,5.0,6.0,12.0,11.0,6.0,6.0,149.75,6.0,29.0,12.0,16.0,21.0,35.0,16.0,13.0,308.01666666666665,15.0,54.0,25.0,46.0,5.0,10.0,0.0,1.0,37.714285714285715,6.0,5.0,6.0,8.0,15.0,18.0,3.0,2.0,120.66428571428571,17.0,14.0,14.0,23.0,36.0,37.0,6.0,6.0,215.10639097744357,36.0,40.0,25.0,42.0,12.0,19.0,6.0,4.0,196.55,15.0,29.0,20.0,30.0,4.0,5.0,0.0,0.0,48.85,4.0,5.0,3.0,8.0,14.0,19.0,3.0,2.0,117.75,11.0,19.0,11.0,16.0,26.0,40.0,8.0,4.0,278.7166666666667,22.0,38.0,20.0,33.0
426,426,Stoke,2016-09-18,E0,4.0,H,Crystal Palace,True,C Pawson,2.0,9.0,1.0,1.0,44.65,3.0,8.0,2.0,13.0,11.0,22.0,3.0,4.0,140.1,19.0,19.0,7.0,24.0,20.0,46.0,7.0,13.0,277.95,38.0,32.0,17.0,36.0,18.0,28.0,6.0,5.0,213.5,23.0,27.0,14.0,28.0,8.0,10.0,4.0,0.0,45.35,6.0,9.0,11.0,6.0,25.0,21.0,9.0,3.0,121.68333333333334,17.0,13.0,27.0,14.0,41.0,33.0,16.0,6.0,276.84444444444443,39.0,35.0,43.0,25.0,6.0,6.0,2.0,1.0,50.26315789473684,4.0,5.0,4.0,4.0,15.0,18.0,3.0,6.0,143.50601503759398,13.0,29.0,13.0,16.0,30.0,42.0,6.0,9.0,264.3989974937343,20.0,43.0,23.0,43.0,18.0,28.0,6.0,5.0,186.5,23.0,27.0,14.0,28.0,4.0,10.0,1.0,2.0,44.35,5.0,10.0,3.0,7.0,14.0,17.0,3.0,4.0,157.3,19.0,21.0,10.0,22.0,32.0,47.0,4.0,5.0,316.7356725146198,31.0,40.0,27.0,45.0
427,427,Swansea,2016-09-18,E0,1.0,H,Southampton,True,M Jones,6.0,4.0,1.0,3.0,46.35,4.0,4.0,5.0,5.0,13.0,24.0,7.0,3.0,141.4,16.0,22.0,21.0,23.0,31.0,36.0,9.0,12.0,308.23333333333335,32.0,39.0,35.0,39.0,11.0,20.0,5.0,2.0,199.66666666666663,18.0,23.0,23.0,25.0,11.0,1.0,2.0,2.0,50.0,11.0,2.0,16.0,2.0,18.0,13.0,5.0,3.0,166.51111111111112,27.0,20.0,25.0,13.0,40.0,22.0,6.0,8.0,313.4497076023392,44.0,33.0,42.0,33.0,1.0,6.0,0.0,3.0,49.85714285714285,5.0,9.0,6.0,6.0,3.0,20.0,2.0,6.0,131.65238095238095,20.0,27.0,12.0,19.0,32.0,36.0,8.0,10.0,287.0809523809524,42.0,39.0,27.0,38.0,11.0,20.0,5.0,2.0,200.3333333333333,18.0,23.0,23.0,25.0,5.0,5.0,1.0,1.0,56.1,2.0,5.0,2.0,9.0,12.0,13.0,3.0,6.0,167.3,9.0,32.0,8.0,22.0,21.0,35.0,9.0,17.0,311.7766081871345,16.0,59.0,27.0,37.0
428,428,Sunderland,2016-09-18,E0,1.0,H,Tottenham,True,M Dean,5.0,5.0,1.0,1.0,43.9,2.0,5.0,2.0,9.0,15.0,21.0,5.0,4.0,129.4,6.0,23.0,7.0,21.0,28.0,39.0,10.0,6.0,274.7944444444445,22.0,42.0,18.0,44.0,22.0,29.0,7.0,7.0,144.0,18.0,27.0,23.0,36.0,5.0,5.0,3.0,0.0,34.15,8.0,3.0,8.0,9.0,11.0,18.0,5.0,4.0,117.5,18.0,13.0,21.0,27.0,28.0,29.0,9.0,7.0,228.0184210526316,30.0,34.0,50.0,44.0,8.0,10.0,4.0,0.0,54.65,6.0,9.0,11.0,6.0,22.0,18.0,6.0,6.0,172.54736842105262,17.0,17.0,26.0,24.0,42.0,42.0,13.0,9.0,327.380701754386,45.0,36.0,44.0,42.0,22.0,29.0,7.0,7.0,256.0,18.0,27.0,23.0,36.0,5.0,5.0,1.0,1.0,50.2,6.0,6.0,5.0,6.0,11.0,25.0,3.0,3.0,176.96190476190475,17.0,28.0,12.0,23.0,30.0,40.0,5.0,9.0,352.5619047619048,31.0,54.0,20.0,43.0
429,429,Man United,2016-09-18,E0,3.0,H,Watford,True,M Oliver,6.0,1.0,1.0,0.0,62.4,10.0,5.0,15.0,3.0,10.0,11.0,6.0,4.0,169.6,13.0,21.0,21.0,14.0,28.0,25.0,8.0,7.0,343.0603174603175,25.0,46.0,35.0,33.0,17.0,13.0,1.0,3.0,121.5,15.0,7.0,11.0,14.0,4.0,4.0,2.0,2.0,33.8095238095238,8.0,8.0,7.0,5.0,5.0,15.0,2.0,8.0,148.9595238095238,20.0,19.0,15.0,14.0,15.0,45.0,4.0,11.0,349.3250208855472,37.0,35.0,25.0,47.0,4.0,4.0,4.0,2.0,42.6,4.0,6.0,5.0,6.0,14.0,18.0,5.0,5.0,112.9,18.0,27.0,9.0,24.0,20.0,36.0,11.0,13.0,247.58333333333337,26.0,48.0,25.0,46.0,17.0,13.0,1.0,3.0,78.5,15.0,7.0,11.0,14.0,2.0,3.0,3.0,1.0,38.42105263157895,3.0,5.0,7.0,8.0,11.0,10.0,7.0,4.0,132.65526315789475,11.0,17.0,18.0,17.0,23.0,34.0,12.0,9.0,282.69415204678364,21.0,34.0,31.0,34.0
430,430,Chelsea,2016-09-24,E0,3.0,H,Arsenal,True,M Oliver,11.0,1.0,2.0,2.0,50.0,11.0,2.0,16.0,2.0,19.0,8.0,5.0,4.0,146.46578947368425,20.0,14.0,34.0,22.0,38.0,22.0,11.0,9.0,318.5157894736842,36.0,26.0,50.0,42.0,16.0,19.0,2.0,3.0,201.75,16.0,18.0,19.0,25.0,4.0,6.0,2.0,1.0,50.368421052631575,2.0,4.0,7.0,8.0,10.0,22.0,3.0,6.0,169.10789473684213,5.0,19.0,14.0,27.0,27.0,47.0,9.0,9.0,327.1745614035088,23.0,38.0,36.0,50.0,4.0,2.0,5.0,1.0,58.8,5.0,3.0,14.0,2.0,13.0,7.0,8.0,2.0,178.67894736842106,14.0,10.0,29.0,13.0,26.0,28.0,13.0,8.0,342.8122807017544,24.0,32.0,48.0,31.0,16.0,19.0,2.0,3.0,198.25,16.0,18.0,19.0,25.0,1.0,6.0,0.0,3.0,50.14285714285714,5.0,9.0,6.0,6.0,9.0,16.0,5.0,10.0,164.3218045112782,9.0,20.0,17.0,16.0,23.0,35.0,6.0,14.0,376.5051378446115,24.0,43.0,27.0,39.0
431,431,Everton,2016-09-24,E0,1.0,H,Bournemouth,True,R Madley,5.0,5.0,3.0,0.0,65.85,8.0,3.0,8.0,9.0,14.0,24.0,6.0,5.0,192.45,14.0,20.0,17.0,27.0,27.0,48.0,6.0,12.0,338.8684210526316,26.0,46.0,34.0,66.0,10.0,13.0,4.0,5.0,105.85,11.0,8.0,11.0,16.0,3.0,6.0,0.0,4.0,56.72222222222222,3.0,4.0,2.0,4.0,11.0,20.0,2.0,6.0,154.1222222222222,9.0,16.0,11.0,24.0,37.0,30.0,4.0,12.0,312.8222222222222,32.0,26.0,26.0,41.0,5.0,5.0,0.0,4.0,32.0,4.0,4.0,2.0,12.0,15.0,16.0,1.0,7.0,140.3,10.0,24.0,11.0,23.0,29.0,29.0,4.0,14.0,275.4055555555556,26.0,37.0,26.0,32.0,10.0,13.0,4.0,5.0,94.15,11.0,8.0,11.0,16.0,5.0,10.0,0.0,1.0,62.28571428571429,6.0,5.0,6.0,8.0,10.0,19.0,5.0,3.0,173.68571428571425,13.0,12.0,15.0,19.0,25.0,38.0,15.0,5.0,315.2032581453633,37.0,28.0,32.0,40.0
432,432,Hull,2016-09-24,E0,5.0,H,Liverpool,True,A Marriner,9.0,5.0,1.0,1.0,57.26315789473684,7.0,6.0,2.0,6.0,20.0,19.0,3.0,3.0,138.15204678362574,19.0,29.0,10.0,18.0,41.0,25.0,6.0,9.0,281.15204678362574,41.0,38.0,29.0,30.0,8.0,21.0,0.0,1.0,70.83333333333334,3.0,8.0,15.0,19.0,4.0,2.0,5.0,1.0,41.2,5.0,3.0,14.0,2.0,13.0,8.0,7.0,3.0,134.70000000000002,26.0,14.0,35.0,10.0,22.0,25.0,11.0,6.0,253.2,41.0,30.0,54.0,33.0,4.0,6.0,2.0,1.0,49.631578947368425,2.0,4.0,7.0,8.0,21.0,12.0,3.0,4.0,169.88157894736844,21.0,11.0,24.0,14.0,37.0,28.0,9.0,12.0,332.0921052631578,33.0,28.0,39.0,31.0,8.0,21.0,0.0,1.0,129.16666666666666,3.0,8.0,15.0,19.0,7.0,1.0,1.0,4.0,61.4,7.0,2.0,4.0,11.0,18.0,16.0,2.0,7.0,186.65,20.0,19.0,16.0,37.0,26.0,36.0,6.0,18.0,367.0555555555557,33.0,40.0,20.0,70.0
