,index,AwayTeam,Date,Div,FTHG,FTR,HomeTeam,IsTraining,Referee,away_away_1_team_corners_against,away_away_1_team_corners_for,away_away_1_team_goals_against,away_away_1_team_goals_for,away_away_1_team_possession,away_away_1_team_shotsoff_against,away_away_1_team_shotsoff_for,away_away_1_team_shotson_against,away_away_1_team_shotson_for,away_away_3_team_corners_against,away_away_3_team_corners_for,away_away_3_team_goals_against,away_away_3_team_goals_for,away_away_3_team_possession,away_away_3_team_shotsoff_against,away_away_3_team_shotsoff_for,away_away_3_team_shotson_against,away_away_3_team_shotson_for,away_away_6_team_corners_against,away_away_6_team_corners_for,away_away_6_team_goals_against,away_away_6_team_goals_for,away_away_6_team_possession,away_away_6_team_shotsoff_against,away_away_6_team_shotsoff_for,away_away_6_team_shotson_against,away_away_6_team_shotson_for,away_direct_team_corners_against,away_direct_team_corners_for,away_direct_team_goals_against,away_direct_team_goals_for,away_direct_team_possession,away_direct_team_shotsoff_against,away_direct_team_shotsoff_for,away_direct_team_shotson_against,away_direct_team_shotson_for,away_home_1_team_corners_against,away_home_1_team_corners_for,away_home_1_team_goals_against,away_home_1_team_goals_for,away_home_1_team_possession,away_home_1_team_shotsoff_against,away_home_1_team_shotsoff_for,away_home_1_team_shotson_against,away_home_1_team_shotson_for,away_home_3_team_corners_against,away_home_3_team_corners_for,away_home_3_team_goals_against,away_home_3_team_goals_for,away_home_3_team_possession,away_home_3_team_shotsoff_against,away_home_3_team_shotsoff_for,away_home_3_team_shotson_against,away_home_3_team_shotson_for,away_home_6_team_corners_against,away_home_6_team_corners_for,away_home_6_team_goals_against,away_home_6_team_goals_for,away_home_6_team_possession,away_home_6_team_shotsoff_against,away_home_6_team_shotsoff_for,away_home_6_team_shotson_against,away_home_6_team_shotson_for,home_away_1_team_corners_against,home_away_1_team_corners_for,home_away_1_team_goals_against,home_away_1_team_goals_for,home_away_1_team_possession,home_away_1_team_shotsoff_against,home_away_1_team_shotsoff_for,home_away_1_team_shotson_against,home_away_1_team_shotson_for,home_away_3_team_corners_against,home_away_3_team_corners_for,home_away_3_team_goals_against,home_away_3_team_goals_for,home_away_3_team_possession,home_away_3_team_shotsoff_against,home_away_3_team_shotsoff_for,home_away_3_team_shotson_against,home_away_3_team_shotson_for,home_away_6_team_corners_against,home_away_6_team_corners_for,home_away_6_team_goals_against,home_away_6_team_goals_for,home_away_6_team_possession,home_away_6_team_shotsoff_against,home_away_6_team_shotsoff_for,home_away_6_team_shotson_against,home_away_6_team_shotson_for,home_direct_team_corners_against,home_direct_team_corners_for,home_direct_team_goals_against,home_direct_team_goals_for,home_direct_team_possession,home_direct_team_shotsoff_against,home_direct_team_shotsoff_for,home_direct_team_shotson_against,home_direct_team_shotson_for,home_home_1_team_corners_against,home_home_1_team_corners_for,home_home_1_team_goals_against,home_home_1_team_goals_for,home_home_1_team_possession,home_home_1_team_shotsoff_against,home_home_1_team_shotsoff_for,home_home_1_team_shotson_against,home_home_1_team_shotson_for,home_home_3_team_corners_against,home_home_3_team_corners_for,home_home_3_team_goals_against,home_home_3_team_goals_for,home_home_3_team_possession,home_home_3_team_shotsoff_against,home_home_3_team_shotsoff_for,home_home_3_team_shotson_against,home_home_3_team_shotson_for,home_home_6_team_corners_against,home_home_6_team_corners_for,home_home_6_team_goals_against,home_home_6_team_goals_for,home_home_6_team_possession,home_home_6_team_shotsoff_against,home_home_6_team_shotsoff_for,home_home_6_team_shotson_against,home_home_6_team_shotson_for
391,391,Liverpool,2016-08-20,E0,2.0,H,Burnley,True,L Mason,4.0,5.0,4.0,4.0,48.4,4.0,3.0,7.0,3.0,16.0,16.0,6.0,8.0,162.21052631578948,12.0,17.0,15.0,17.0,31.0,30.0,13.0,14.0,326.7938596491228,29.0,35.0,44.0,40.0,7.0,14.0,1.0,2.0,115.0,7.0,20.0,10.0,15.0,8.0,8.0,0.0,2.0,70.4,10.0,7.0,3.0,9.0,15.0,20.0,3.0,6.0,187.8055555555556,16.0,20.0,13.0,33.0,28.0,47.0,6.0,15.0,349.26666666666665,34.0,41.0,23.0,69.0,2.0,7.0,1.0,0.0,39.0,2.0,10.0,4.0,7.0,8.0,29.0,2.0,1.0,132.0,10.0,26.0,10.0,34.0,24.0,50.0,3.0,6.0,240.75,25.0,48.0,23.0,63.0,7.0,14.0,1.0,2.0,85.0,7.0,20.0,10.0,15.0,4.0,7.0,1.0,0.0,43.7,7.0,6.0,10.0,6.0,14.0,20.0,2.0,1.0,139.45,13.0,7.0,19.0,23.0,29.0,28.0,3.0,2.0,243.45,37.0,19.0,45.0,40.0
392,392,Arsenal,2016-08-20,E0,0.0,D,Leicester,True,M Clattenburg,2.0,7.0,2.0,2.0,37.0,2.0,10.0,1.0,2.0,13.0,21.0,5.0,6.0,164.13333333333333,10.0,22.0,19.0,18.0,23.0,39.0,11.0,11.0,314.41842105263163,21.0,35.0,34.0,39.0,22.0,28.0,8.0,7.0,251.5,21.0,28.0,40.0,33.0,4.0,5.0,4.0,4.0,51.6,4.0,3.0,7.0,3.0,11.0,17.0,5.0,8.0,184.2289473684211,10.0,17.0,17.0,17.0,25.0,37.0,6.0,15.0,396.91783625730994,23.0,38.0,24.0,43.0,3.0,5.0,1.0,2.0,44.1,11.0,6.0,6.0,5.0,14.0,18.0,3.0,4.0,114.75263157894736,30.0,18.0,20.0,33.0,36.0,32.0,7.0,4.0,266.356432748538,47.0,40.0,38.0,53.0,22.0,28.0,8.0,7.0,148.5,21.0,28.0,40.0,33.0,4.0,12.0,1.0,4.0,38.9,2.0,11.0,4.0,15.0,15.0,16.0,3.0,10.0,129.89122807017543,16.0,21.0,13.0,23.0,30.0,42.0,5.0,14.0,301.30789473684206,34.0,39.0,21.0,43.0
393,393,Man City,2016-08-20,E0,1.0,A,Stoke,True,M Dean,4.0,4.0,1.0,1.0,44.6,12.0,2.0,5.0,1.0,9.0,17.0,4.0,6.0,157.60000000000005,16.0,10.0,14.0,7.0,24.0,35.0,11.0,6.0,333.43333333333334,31.0,26.0,35.0,19.0,16.0,24.0,5.0,7.0,245.65,24.0,21.0,13.0,20.0,6.0,9.0,2.0,1.0,68.95,2.0,8.0,3.0,6.0,12.0,25.0,4.0,7.0,189.1,14.0,21.0,7.0,12.0,26.0,53.0,6.0,14.0,381.6190058479532,19.0,51.0,16.0,30.0,6.0,9.0,1.0,1.0,54.95,8.0,5.0,2.0,5.0,13.0,22.0,2.0,7.0,138.3,26.0,14.0,8.0,15.0,22.0,45.0,7.0,13.0,284.3,41.0,32.0,24.0,34.0,16.0,24.0,5.0,7.0,154.35,24.0,21.0,13.0,20.0,10.0,4.0,1.0,2.0,38.80952380952381,7.0,2.0,10.0,3.0,21.0,11.0,6.0,3.0,143.58174603174604,24.0,18.0,21.0,10.0,32.0,22.0,10.0,7.0,312.9706349206349,37.0,37.0,35.0,21.0
394,394,Hull,2016-08-20,E0,0.0,A,Swansea,True,S Attwell,8.0,6.0,0.0,2.0,42.0,8.0,7.0,4.0,2.0,22.0,8.0,2.0,5.0,146.0,27.0,12.0,19.0,11.0,36.0,24.0,3.0,9.0,276.91666666666663,35.0,31.0,31.0,32.0,12.0,8.0,2.0,3.0,93.25,12.0,10.0,8.0,9.0,3.0,5.0,1.0,2.0,55.9,11.0,6.0,6.0,5.0,7.0,22.0,2.0,4.0,141.9,18.0,18.0,12.0,26.0,25.0,35.0,8.0,8.0,252.9,29.0,32.0,41.0,42.0,4.0,7.0,1.0,0.0,56.3,7.0,6.0,10.0,6.0,13.0,24.0,6.0,4.0,152.21666666666667,15.0,24.0,21.0,26.0,28.0,37.0,10.0,12.0,319.8833333333333,35.0,39.0,33.0,39.0,12.0,8.0,2.0,3.0,106.75,12.0,10.0,8.0,9.0,4.0,4.0,1.0,1.0,55.4,12.0,2.0,5.0,1.0,20.0,9.0,2.0,5.0,153.50526315789475,25.0,10.0,15.0,18.0,30.0,23.0,3.0,7.0,313.75526315789483,37.0,28.0,38.0,32.0
395,395,Crystal Palace,2016-08-20,E0,1.0,H,Tottenham,True,M Oliver,5.0,2.0,1.0,4.0,48.1,3.0,13.0,5.0,4.0,18.0,16.0,3.0,6.0,127.46666666666668,9.0,24.0,11.0,19.0,30.0,34.0,8.0,11.0,243.88187134502925,20.0,38.0,26.0,47.0,33.0,15.0,5.0,3.0,144.5,20.0,27.0,33.0,33.0,7.0,3.0,1.0,0.0,53.45,6.0,5.0,4.0,9.0,17.0,17.0,2.0,2.0,166.58157894736843,16.0,22.0,14.0,25.0,34.0,43.0,5.0,4.0,310.13567251461984,31.0,34.0,32.0,46.0,6.0,5.0,1.0,1.0,57.95,3.0,4.0,7.0,7.0,22.0,15.0,4.0,8.0,167.5640350877193,19.0,15.0,21.0,23.0,42.0,37.0,11.0,9.0,332.48070175438596,48.0,33.0,41.0,42.0,33.0,15.0,5.0,3.0,255.5,20.0,27.0,33.0,33.0,2.0,10.0,2.0,1.0,71.90476190476191,5.0,11.0,3.0,9.0,16.0,21.0,4.0,4.0,182.50476190476192,17.0,29.0,11.0,23.0,30.0,41.0,7.0,11.0,361.33809523809515,25.0,59.0,22.0,57.0
396,396,Chelsea,2016-08-20,E0,1.0,A,Watford,True,J Moss,3.0,7.0,1.0,1.0,45.15,3.0,10.0,9.0,17.0,13.0,20.0,7.0,5.0,163.5157894736842,11.0,20.0,20.0,29.0,28.0,32.0,13.0,7.0,331.2833333333333,26.0,37.0,34.0,49.0,11.0,16.0,1.0,4.0,121.0,7.0,11.0,17.0,15.0,1.0,7.0,1.0,2.0,56.95,0.0,7.0,5.0,6.0,15.0,21.0,4.0,5.0,164.68333333333334,16.0,20.0,21.0,22.0,31.0,50.0,10.0,8.0,319.8666666666667,30.0,49.0,41.0,46.0,2.0,6.0,1.0,1.0,40.7,4.0,14.0,1.0,9.0,11.0,19.0,4.0,6.0,115.0,16.0,27.0,12.0,27.0,19.0,40.0,7.0,15.0,234.42777777777786,26.0,46.0,23.0,50.0,11.0,16.0,1.0,4.0,79.0,7.0,11.0,17.0,15.0,4.0,7.0,2.0,2.0,45.55,2.0,10.0,2.0,6.0,14.0,22.0,5.0,6.0,147.0888888888889,11.0,23.0,10.0,20.0,29.0,38.0,8.0,7.0,289.0888888888889,25.0,40.0,26.0,36.0
397,397,Everton,2016-08-20,E0,1.0,A,West Brom,True,N Swarbrick,4.0,12.0,1.0,4.0,61.1,2.0,11.0,4.0,15.0,10.0,26.0,1.0,11.0,161.15,12.0,26.0,14.0,44.0,28.0,48.0,2.0,13.0,321.96286549707605,20.0,45.0,35.0,65.0,7.0,37.0,6.0,3.0,251.25,15.0,29.0,12.0,37.0,6.0,5.0,1.0,1.0,42.05,3.0,4.0,7.0,7.0,22.0,12.0,2.0,6.0,147.75,17.0,11.0,17.0,20.0,43.0,31.0,8.0,10.0,297.63157894736844,39.0,17.0,35.0,39.0,7.0,3.0,1.0,0.0,46.55,6.0,5.0,4.0,9.0,17.0,17.0,5.0,1.0,111.85,19.0,21.0,14.0,22.0,34.0,36.0,6.0,5.0,227.94766081871344,31.0,43.0,20.0,43.0,7.0,37.0,6.0,3.0,148.75,15.0,29.0,12.0,37.0,5.0,7.0,1.0,1.0,34.4,3.0,8.0,3.0,5.0,14.0,24.0,5.0,3.0,141.36666666666662,10.0,23.0,9.0,18.0,28.0,35.0,8.0,7.0,284.8666666666667,25.0,37.0,22.0,32.0
398,398,Middlesbrough,2016-08-21,E0,1.0,A,Sunderland,True,M Atkinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,1.0,1.0,45.05,8.0,5.0,2.0,5.0,6.0,9.0,1.0,1.0,45.05,8.0,5.0,2.0,5.0,6.0,9.0,1.0,1.0,45.05,8.0,5.0,2.0,5.0,6.0,9.0,2.0,1.0,31.05,2.0,8.0,3.0,6.0,18.0,18.0,5.0,4.0,131.95,9.0,25.0,11.0,16.0,25.0,46.0,10.0,6.0,270.39444444444445,26.0,41.0,19.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,38.6,8.0,3.0,9.0,8.0,15.0,15.0,2.0,6.0,99.75,14.0,13.0,30.0,20.0,30.0,29.0,6.0,8.0,258.062865497076,27.0,40.0,46.0,42.0
399,399,Bournemouth,2016-08-21,E0,1.0,H,West Ham,True,C Pawson,1.0,7.0,0.0,4.0,31.15,2.0,4.0,5.0,5.0,14.0,13.0,3.0,7.0,135.10555555555555,16.0,13.0,15.0,9.0,28.0,26.0,5.0,12.0,278.35555555555555,28.0,36.0,30.0,28.0,11.0,9.0,7.0,4.0,103.75,11.0,5.0,7.0,12.0,2.0,4.0,3.0,1.0,47.8,2.0,3.0,5.0,5.0,12.0,19.0,9.0,3.0,160.08421052631581,15.0,13.0,13.0,16.0,23.0,33.0,17.0,7.0,294.9175438596492,38.0,27.0,29.0,37.0,1.0,7.0,1.0,2.0,43.05,0.0,7.0,5.0,6.0,17.0,19.0,5.0,4.0,154.94047619047618,10.0,16.0,16.0,16.0,37.0,38.0,12.0,11.0,304.6825814536341,34.0,35.0,34.0,32.0,11.0,9.0,7.0,4.0,96.25,11.0,5.0,7.0,12.0,2.0,6.0,2.0,3.0,45.0,1.0,13.0,1.0,6.0,7.0,23.0,9.0,6.0,158.6,8.0,32.0,10.0,25.0,19.0,40.0,14.0,13.0,303.87777777777774,20.0,47.0,21.0,51.0
400,400,Burnley,2016-08-27,E0,3.0,H,Chelsea,True,M Clattenburg,2.0,7.0,1.0,0.0,39.0,2.0,10.0,4.0,7.0,8.0,29.0,2.0,1.0,132.0,10.0,26.0,10.0,34.0,24.0,50.0,3.0,6.0,240.75,25.0,48.0,23.0,63.0,10.0,11.0,4.0,2.0,74.5,8.0,13.0,8.0,5.0,12.0,1.0,0.0,2.0,29.55,13.0,1.0,12.0,0.0,22.0,15.0,1.0,2.0,116.75,25.0,8.0,27.0,12.0,35.0,27.0,3.0,3.0,241.25,41.0,14.0,45.0,38.0,5.0,0.0,2.0,1.0,51.31578947368421,6.0,2.0,9.0,3.0,11.0,10.0,5.0,5.0,163.5157894736842,9.0,16.0,25.0,27.0,29.0,28.0,13.0,7.0,327.3491228070175,28.0,30.0,38.0,49.0,10.0,11.0,4.0,2.0,125.5,8.0,13.0,8.0,5.0,1.0,7.0,1.0,2.0,56.95,0.0,7.0,5.0,6.0,15.0,21.0,4.0,5.0,164.68333333333334,16.0,20.0,21.0,22.0,31.0,50.0,10.0,8.0,319.8666666666667,30.0,49.0,41.0,46.0
401,401,Bournemouth,2016-08-27,E0,1.0,D,Crystal Palace,True,M Dean,6.0,1.0,0.0,1.0,52.65,1.0,10.0,6.0,4.0,12.0,11.0,1.0,7.0,126.7,12.0,17.0,17.0,13.0,29.0,23.0,5.0,13.0,277.7555555555556,23.0,38.0,31.0,26.0,12.0,13.0,2.0,1.0,106.41666666666666,8.0,9.0,9.0,14.0,2.0,4.0,3.0,1.0,47.8,2.0,3.0,5.0,5.0,12.0,19.0,9.0,3.0,160.08421052631581,15.0,13.0,13.0,16.0,23.0,33.0,17.0,7.0,294.9175438596492,38.0,27.0,29.0,37.0,4.0,10.0,0.0,1.0,45.14285714285714,6.0,11.0,4.0,8.0,17.0,16.0,2.0,6.0,144.44285714285715,12.0,26.0,13.0,18.0,29.0,40.0,6.0,10.0,248.5247284878864,20.0,41.0,23.0,47.0,12.0,13.0,2.0,1.0,93.58333333333334,8.0,9.0,9.0,14.0,7.0,3.0,1.0,0.0,53.45,6.0,5.0,4.0,9.0,17.0,17.0,2.0,2.0,166.58157894736843,16.0,22.0,14.0,25.0,34.0,43.0,5.0,4.0,310.13567251461984,31.0,34.0,32.0,46.0
402,402,Stoke,2016-08-27,E0,1.0,H,Everton,True,M Oliver,6.0,9.0,1.0,1.0,54.95,8.0,5.0,2.0,5.0,13.0,22.0,2.0,7.0,138.3,26.0,14.0,8.0,15.0,22.0,45.0,7.0,13.0,284.3,41.0,32.0,24.0,34.0,15.0,26.0,8.0,5.0,193.0,12.0,21.0,20.0,23.0,7.0,7.0,4.0,1.0,37.52380952380953,4.0,2.0,6.0,5.0,25.0,13.0,6.0,4.0,129.88333333333333,16.0,11.0,22.0,12.0,37.0,24.0,14.0,7.0,291.7444444444444,40.0,33.0,37.0,24.0,5.0,7.0,2.0,1.0,65.5,4.0,6.0,5.0,3.0,14.0,24.0,3.0,8.0,188.0,14.0,20.0,18.0,26.0,28.0,50.0,4.0,13.0,335.62953216374274,22.0,48.0,33.0,63.0,15.0,26.0,8.0,5.0,207.0,12.0,21.0,20.0,23.0,6.0,5.0,1.0,1.0,42.05,3.0,4.0,7.0,7.0,22.0,12.0,2.0,6.0,147.75,17.0,11.0,17.0,20.0,43.0,31.0,8.0,10.0,297.63157894736844,39.0,17.0,35.0,39.0
403,403,Man United,2016-08-27,E0,0.0,A,Hull,True,J Moss,2.0,4.0,3.0,1.0,52.2,2.0,3.0,5.0,5.0,10.0,11.0,6.0,4.0,171.77142857142857,11.0,20.0,14.0,17.0,27.0,28.0,7.0,8.0,338.4103174603174,18.0,47.0,25.0,37.0,1.0,15.0,0.0,5.0,137.25,4.0,12.0,7.0,13.0,0.0,4.0,0.0,2.0,46.3,10.0,7.0,3.0,4.0,6.0,17.0,1.0,7.0,187.09736842105264,23.0,17.0,12.0,26.0,16.0,46.0,2.0,10.0,363.68216374269,31.0,30.0,25.0,47.0,3.0,8.0,2.0,0.0,38.888888888888886,4.0,16.0,4.0,10.0,20.0,14.0,4.0,3.0,137.63888888888889,24.0,26.0,15.0,16.0,37.0,27.0,5.0,8.0,271.5555555555556,38.0,41.0,33.0,32.0,1.0,15.0,0.0,5.0,62.75,4.0,12.0,7.0,13.0,3.0,5.0,1.0,2.0,55.9,11.0,6.0,6.0,5.0,7.0,22.0,2.0,4.0,141.9,18.0,18.0,12.0,26.0,25.0,35.0,8.0,8.0,252.9,29.0,32.0,41.0,42.0
404,404,Swansea,2016-08-27,E0,2.0,H,Leicester,True,R East,4.0,7.0,1.0,0.0,56.3,7.0,6.0,10.0,6.0,13.0,24.0,6.0,4.0,152.21666666666667,15.0,24.0,21.0,26.0,28.0,37.0,10.0,12.0,319.8833333333333,35.0,39.0,33.0,39.0,19.0,15.0,3.0,8.0,227.66666666666663,17.0,28.0,21.0,18.0,3.0,8.0,2.0,0.0,61.111111111111114,4.0,16.0,4.0,10.0,14.0,16.0,4.0,4.0,168.3005847953216,21.0,24.0,14.0,20.0,29.0,26.0,4.0,7.0,322.1997076023392,37.0,37.0,32.0,36.0,3.0,5.0,1.0,2.0,44.1,11.0,6.0,6.0,5.0,14.0,18.0,3.0,4.0,114.75263157894736,30.0,18.0,20.0,33.0,36.0,32.0,7.0,4.0,266.356432748538,47.0,40.0,38.0,53.0,19.0,15.0,3.0,8.0,172.33333333333337,17.0,28.0,21.0,18.0,7.0,2.0,0.0,0.0,41.7,6.0,2.0,8.0,3.0,17.0,18.0,1.0,8.0,123.43333333333334,11.0,19.0,17.0,26.0,34.0,33.0,3.0,12.0,282.0078947368421,35.0,32.0,29.0,35.0
405,405,Sunderland,2016-08-27,E0,1.0,D,Southampton,True,L Mason,6.0,9.0,2.0,1.0,31.05,2.0,8.0,3.0,6.0,18.0,18.0,5.0,4.0,131.95,9.0,25.0,11.0,16.0,25.0,46.0,10.0,6.0,270.39444444444445,26.0,41.0,19.0,44.0,16.0,21.0,6.0,8.0,172.0,20.0,18.0,16.0,21.0,1.0,8.0,2.0,1.0,44.75,2.0,7.0,4.0,10.0,9.0,16.0,4.0,7.0,116.3,10.0,14.0,20.0,25.0,26.0,33.0,6.0,7.0,243.312865497076,23.0,39.0,43.0,44.0,0.0,4.0,0.0,2.0,53.7,10.0,7.0,3.0,4.0,13.0,20.0,7.0,5.0,145.8904761904762,23.0,24.0,12.0,22.0,35.0,31.0,10.0,8.0,276.97380952380956,44.0,37.0,26.0,37.0,16.0,21.0,6.0,8.0,228.0,20.0,18.0,16.0,21.0,2.0,6.0,1.0,1.0,59.3,4.0,14.0,1.0,9.0,9.0,16.0,4.0,9.0,154.62105263157895,8.0,33.0,10.0,17.0,18.0,42.0,9.0,17.0,316.1766081871345,20.0,58.0,28.0,37.0
406,406,Liverpool,2016-08-27,E0,1.0,D,Tottenham,True,R Madley,12.0,1.0,0.0,2.0,70.45,13.0,1.0,12.0,0.0,21.0,13.0,5.0,7.0,184.45,20.0,12.0,22.0,8.0,37.0,25.0,11.0,15.0,334.9938596491228,37.0,32.0,48.0,32.0,25.0,32.0,6.0,4.0,184.11111111111111,26.0,17.0,29.0,29.0,8.0,8.0,0.0,2.0,70.4,10.0,7.0,3.0,9.0,15.0,20.0,3.0,6.0,187.8055555555556,16.0,20.0,13.0,33.0,28.0,47.0,6.0,15.0,349.26666666666665,34.0,41.0,23.0,69.0,6.0,5.0,1.0,1.0,57.95,3.0,4.0,7.0,7.0,22.0,15.0,4.0,8.0,167.5640350877193,19.0,15.0,21.0,23.0,42.0,37.0,11.0,9.0,332.48070175438596,48.0,33.0,41.0,42.0,25.0,32.0,6.0,4.0,215.88888888888889,26.0,17.0,29.0,29.0,4.0,10.0,0.0,1.0,54.85714285714285,6.0,11.0,4.0,8.0,13.0,29.0,4.0,2.0,197.86190476190475,19.0,34.0,13.0,24.0,27.0,44.0,6.0,10.0,357.69523809523804,27.0,57.0,20.0,50.0
407,407,Arsenal,2016-08-27,E0,1.0,A,Watford,True,K Friend,7.0,2.0,0.0,0.0,58.3,6.0,2.0,8.0,3.0,16.0,16.0,2.0,2.0,167.1,14.0,18.0,23.0,10.0,27.0,39.0,9.0,8.0,316.4684210526316,24.0,36.0,36.0,39.0,12.0,11.0,3.0,4.0,135.30555555555554,8.0,9.0,14.0,14.0,4.0,5.0,4.0,4.0,51.6,4.0,3.0,7.0,3.0,11.0,17.0,5.0,8.0,184.2289473684211,10.0,17.0,17.0,17.0,25.0,37.0,6.0,15.0,396.91783625730994,23.0,38.0,24.0,43.0,2.0,6.0,1.0,1.0,40.7,4.0,14.0,1.0,9.0,11.0,19.0,4.0,6.0,115.0,16.0,27.0,12.0,27.0,19.0,40.0,7.0,15.0,234.42777777777786,26.0,46.0,23.0,50.0,12.0,11.0,3.0,4.0,64.69444444444444,8.0,9.0,14.0,14.0,5.0,0.0,2.0,1.0,48.68421052631579,6.0,2.0,9.0,3.0,13.0,15.0,6.0,6.0,158.3842105263158,13.0,20.0,12.0,17.0,29.0,34.0,10.0,8.0,291.0230994152047,25.0,34.0,30.0,33.0
408,408,West Ham,2016-08-28,E0,3.0,H,Man City,True,A Marriner,1.0,7.0,1.0,2.0,43.05,0.0,7.0,5.0,6.0,17.0,19.0,5.0,4.0,154.94047619047618,10.0,16.0,16.0,16.0,37.0,38.0,12.0,11.0,304.6825814536341,34.0,35.0,34.0,32.0,16.0,31.0,6.0,6.0,144.25,23.0,28.0,30.0,31.0,6.0,1.0,0.0,1.0,47.35,1.0,10.0,6.0,4.0,11.0,20.0,7.0,4.0,153.6,7.0,35.0,13.0,22.0,22.0,35.0,14.0,13.0,316.22777777777776,15.0,51.0,24.0,48.0,7.0,7.0,4.0,1.0,62.47619047619048,4.0,2.0,6.0,5.0,13.0,19.0,7.0,6.0,163.65513784461157,17.0,10.0,15.0,10.0,23.0,39.0,15.0,7.0,328.4095238095239,29.0,24.0,30.0,24.0,16.0,31.0,6.0,6.0,255.75,23.0,28.0,30.0,31.0,6.0,9.0,2.0,1.0,68.95,2.0,8.0,3.0,6.0,12.0,25.0,4.0,7.0,189.1,14.0,21.0,7.0,12.0,26.0,53.0,6.0,14.0,381.6190058479532,19.0,51.0,16.0,30.0
409,409,Middlesbrough,2016-08-28,E0,0.0,D,West Brom,True,A Taylor,1.0,8.0,2.0,1.0,55.25,2.0,7.0,4.0,10.0,1.0,8.0,2.0,1.0,55.25,2.0,7.0,4.0,10.0,1.0,8.0,2.0,1.0,55.25,2.0,7.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,1.0,1.0,45.05,8.0,5.0,2.0,5.0,6.0,9.0,1.0,1.0,45.05,8.0,5.0,2.0,5.0,6.0,9.0,1.0,1.0,45.05,8.0,5.0,2.0,5.0,7.0,3.0,1.0,0.0,46.55,6.0,5.0,4.0,9.0,17.0,17.0,5.0,1.0,111.85,19.0,21.0,14.0,22.0,34.0,36.0,6.0,5.0,227.94766081871344,31.0,43.0,20.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,1.0,34.5,4.0,6.0,5.0,3.0,16.0,22.0,6.0,2.0,118.2,10.0,21.0,9.0,15.0,27.0,39.0,8.0,5.0,272.1166666666667,21.0,39.0,22.0,32.0
410,410,Southampton,2016-10-09,E0,2.0,H,Arsenal,True,R Madley,6.0,3.0,0.0,0.0,60.1,4.0,5.0,7.0,3.0,9.0,15.0,3.0,3.0,167.79924812030075,15.0,21.0,22.0,13.0,22.0,35.0,10.0,8.0,313.68972431077697,38.0,45.0,34.0,35.0,19.0,33.0,0.0,11.0,211.35714285714286,16.0,33.0,31.0,41.0,1.0,7.0,0.0,1.0,60.6,4.0,10.0,6.0,9.0,8.0,18.0,2.0,3.0,176.0,10.0,29.0,9.0,27.0,17.0,39.0,6.0,14.0,326.2099415204678,17.0,59.0,21.0,42.0,6.0,2.0,1.0,0.0,63.157894736842096,11.0,5.0,7.0,5.0,12.0,7.0,9.0,2.0,183.53684210526313,19.0,13.0,28.0,15.0,28.0,23.0,11.0,4.0,350.6368421052632,33.0,31.0,51.0,25.0,19.0,33.0,0.0,11.0,288.6428571428571,16.0,33.0,31.0,41.0,1.0,9.0,0.0,3.0,49.4,5.0,6.0,4.0,4.0,6.0,20.0,4.0,10.0,151.14285714285714,14.0,18.0,17.0,13.0,18.0,42.0,6.0,15.0,355.6051378446116,23.0,41.0,29.0,36.0
411,411,West Brom,2016-10-09,E0,1.0,H,Bournemouth,True,K Friend,5.0,6.0,1.0,1.0,44.28571428571429,7.0,4.0,11.0,3.0,16.0,22.0,2.0,3.0,128.73684210526315,16.0,13.0,21.0,16.0,33.0,39.0,7.0,4.0,240.58684210526314,35.0,34.0,35.0,38.0,16.0,19.0,4.0,3.0,103.86428571428571,17.0,11.0,17.0,17.0,6.0,2.0,2.0,4.0,28.8,10.0,2.0,9.0,2.0,15.0,14.0,4.0,5.0,112.15,18.0,13.0,17.0,13.0,29.0,38.0,9.0,8.0,253.51666666666668,28.0,36.0,26.0,31.0,5.0,4.0,2.0,2.0,49.7,7.0,5.0,3.0,10.0,14.0,19.0,3.0,8.0,137.35,16.0,19.0,8.0,29.0,26.0,30.0,4.0,15.0,264.05,28.0,36.0,25.0,42.0,16.0,19.0,4.0,3.0,196.1357142857143,17.0,11.0,17.0,17.0,3.0,5.0,0.0,1.0,57.26315789473684,8.0,9.0,5.0,2.0,10.0,19.0,3.0,3.0,167.34887218045108,16.0,17.0,16.0,15.0,24.0,39.0,11.0,6.0,331.1330827067669,38.0,31.0,33.0,37.0
