FTR,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,,Date,Div,FTAG,FTHG,,GoalFirstHalf,GoalSecondHalf,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,IsTraining,LBA,LBD,LBH,PSA,PSCA,PSCD,PSCH,PSD,PSH,Referee,SHAG,SHHG,VCA,VCD,VCH,WHA,WHD,WHH,away_away_1_team_corners_against,away_away_1_team_corners_for,away_away_1_team_goals_against,away_away_1_team_goals_for,away_away_1_team_possession,away_away_1_team_shotsoff_against,away_away_1_team_shotsoff_for,away_away_1_team_shotson_against,away_away_1_team_shotson_for,away_away_3_team_corners_against,away_away_3_team_corners_for,away_away_3_team_goals_against,away_away_3_team_goals_for,away_away_3_team_possession,away_away_3_team_shotsoff_against,away_away_3_team_shotsoff_for,away_away_3_team_shotson_against,away_away_3_team_shotson_for,away_away_6_team_corners_against,away_away_6_team_corners_for,away_away_6_team_goals_against,away_away_6_team_goals_for,away_away_6_team_possession,away_away_6_team_shotsoff_against,away_away_6_team_shotsoff_for,away_away_6_team_shotson_against,away_away_6_team_shotson_for,away_direct_team_corners_against,away_direct_team_corners_for,away_direct_team_goals_against,away_direct_team_goals_for,away_direct_team_possession,away_direct_team_shotsoff_against,away_direct_team_shotsoff_for,away_direct_team_shotson_against,away_direct_team_shotson_for,away_home_1_team_corners_against,away_home_1_team_corners_for,away_home_1_team_goals_against,away_home_1_team_goals_for,away_home_1_team_possession,away_home_1_team_shotsoff_against,away_home_1_team_shotsoff_for,away_home_1_team_shotson_against,away_home_1_team_shotson_for,away_home_3_team_corners_against,away_home_3_team_corners_for,away_home_3_team_goals_against,away_home_3_team_goals_for,away_home_3_team_possession,away_home_3_team_shotsoff_against,away_home_3_team_shotsoff_for,away_home_3_team_shotson_against,away_home_3_team_shotson_for,away_home_6_team_corners_against,away_home_6_team_corners_for,away_home_6_team_goals_against,away_home_6_team_goals_for,away_home_6_team_possession,away_home_6_team_shotsoff_against,away_home_6_team_shotsoff_for,away_home_6_team_shotson_against,away_home_6_team_shotson_for,home_away_1_team_corners_against,home_away_1_team_corners_for,home_away_1_team_goals_against,home_away_1_team_goals_for,home_away_1_team_possession,home_away_1_team_shotsoff_against,home_away_1_team_shotsoff_for,home_away_1_team_shotson_against,home_away_1_team_shotson_for,home_away_3_team_corners_against,home_away_3_team_corners_for,home_away_3_team_goals_against,home_away_3_team_goals_for,home_away_3_team_possession,home_away_3_team_shotsoff_against,home_away_3_team_shotsoff_for,home_away_3_team_shotson_against,home_away_3_team_shotson_for,home_away_6_team_corners_against,home_away_6_team_corners_for,home_away_6_team_goals_against,home_away_6_team_goals_for,home_away_6_team_possession,home_away_6_team_shotsoff_against,home_away_6_team_shotsoff_for,home_away_6_team_shotson_against,home_away_6_team_shotson_for,home_direct_team_corners_against,home_direct_team_corners_for,home_direct_team_goals_against,home_direct_team_goals_for,home_direct_team_possession,home_direct_team_shotsoff_against,home_direct_team_shotsoff_for,home_direct_team_shotson_against,home_direct_team_shotson_for,home_home_1_team_corners_against,home_home_1_team_corners_for,home_home_1_team_goals_against,home_home_1_team_goals_for,home_home_1_team_possession,home_home_1_team_shotsoff_against,home_home_1_team_shotsoff_for,home_home_1_team_shotson_against,home_home_1_team_shotson_for,home_home_3_team_corners_against,home_home_3_team_corners_for,home_home_3_team_goals_against,home_home_3_team_goals_for,home_home_3_team_possession,home_home_3_team_shotsoff_against,home_home_3_team_shotsoff_for,home_home_3_team_shotson_against,home_home_3_team_shotson_for,home_home_6_team_corners_against,home_home_6_team_corners_for,home_home_6_team_goals_against,home_home_6_team_goals_for,home_home_6_team_possession,home_home_6_team_shotsoff_against,home_home_6_team_shotsoff_for,home_home_6_team_shotson_against,home_home_6_team_shotson_for
H,10,1,4,0,3,West Brom,12,5.25,1.33,8.75,5,1.33,43,25,-1.5,1.87,1.93,10.69,1.85,2.01,4.91,1.33,1.95,2.01,12.05,1.88,2.08,5.3,1.36,38,,7/11/2015,E0,0,2,,FALSE,TRUE,5,11,0,13,3,0,0,D,1,Man United,7.6,4.8,1.35,TRUE,11,4.5,1.36,12.05,11.15,5.1,1.36,5.25,1.34,M Dean,0,2,11.5,5.25,1.33,12,4,1.36,3,7,1,4,34.5,8,8,7,11,8,23,3,6,93.5,14,24,13,31,19,39,6,11,190.75,19,60,16,64,14,9,3,3,60.75,11,10,14,17,4,3,0,3,39,5,3,7,3,14,9,3,5,108.4166667,20,9,24,11,26,20,7,9,247.9166667,35,22,36,30,1,8,0,2,62,3,5,4,8,14,22,2,6,190.5,12,10,23,18,25,31,6,8,388,27,19,36,26,14,9,3,3,139.25,11,10,14,17,5,5,0,2,60.25,2,6,4,7,13,15,3,7,192,8,13,11,28,18,41,4,16,392,14,37,17,49
H,7,0,8,0,0,Swansea,3.1,3.4,2.45,2.85,3.2,2.55,43,23,0,1.84,1.96,2.94,2.11,1.76,3.31,2.45,1.92,2.03,3.12,2.2,1.79,3.49,2.55,38,,7/11/2015,E0,0,1,,FALSE,TRUE,5,12,0,9,5,0,0,D,1,Norwich,2.65,3.3,2.5,TRUE,3,3.4,2.4,3.06,2.99,3.43,2.54,3.47,2.46,M Clattenburg,0,1,3,3.4,2.5,2.9,3.1,2.5,3,7,0,1,47,1,2,3,9,10,22,4,3,127.5,8,11,10,30,26,38,7,8,278.5,15,31,29,52,,,,,,,,,,7,11,4,2,51.5,6,3,11,7,15,20,5,5,150,11,14,23,15,37,32,8,10,306.5,30,23,40,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,10,0,19,4,1,Chelsea,2.05,3.6,3.8,2.05,3.25,3.6,43,24,0.5,1.74,2.08,2.06,2.04,1.83,3.38,3.74,1.8,2.16,2.1,2.09,1.88,3.6,4,37,,7/11/2015,E0,0,1,,FALSE,TRUE,1,13,0,8,2,0,0,D,3,Stoke,2.1,3.3,3.3,TRUE,2.05,3.4,3.8,2.07,1.9,3.66,4.53,3.51,3.96,A Taylor,0,1,2.1,3.5,3.9,2.1,3.1,3.75,4,3,0,3,61,5,3,7,3,12,11,3,4,161.75,14,14,16,9,28,27,8,6,337.25,23,32,30,40,5,15,3,2,115.25,9,12,11,17,3,11,1,3,64.5,6,7,9,12,13,20,2,6,181.75,19,18,18,24,22,41,4,10,328.75,35,37,31,48,6,7,0,0,56.5,5,1,5,6,18,17,1,3,174,17,11,19,18,26,44,4,8,311.75,25,21,31,40,5,15,3,2,84.75,9,12,11,17,9,3,1,6,43.75,6,4,8,5,22,11,3,10,141.25,11,15,22,20,40,33,6,14,307,26,34,38,44
A,7,0,11,4,3,Southampton,1.8,3.8,4.75,1.75,3.6,4.75,43,23,0.75,1.84,1.97,1.78,2.03,1.84,3.66,4.63,1.88,2.04,1.85,2.12,1.88,3.85,5.05,38,,7/11/2015,E0,1,0,,FALSE,TRUE,10,3,0,9,3,0,0,D,1,Sunderland,1.85,3.45,4,TRUE,1.8,3.6,4.75,1.82,1.79,4,4.7,3.81,4.79,M Jones,1,0,1.8,3.7,5,1.8,3.2,5,4,8,0,2,41.25,6,8,8,7,13,13,1,6,167,16,15,16,16,30,28,3,10,315.25,28,39,35,34,7,6,4,7,101.5,10,10,6,10,3,6,1,6,37,4,3,4,9,11,16,3,10,127.5,14,11,15,18,19,42,6,12,315,25,34,29,46,3,11,1,3,35.5,6,7,9,12,6,31,3,3,90.5,13,26,17,43,19,58,4,8,197,26,49,29,76,7,6,4,7,98.5,10,10,6,10,9,8,0,0,54.5,5,4,4,7,14,16,5,3,151.75,10,14,15,16,25,37,9,5,313.5,21,34,26,36
D,12,0,13,4,2,Everton,2.8,3.5,2.6,2.7,3.3,2.55,43,24,0,2.07,1.75,2.78,2.02,1.83,3.4,2.53,2.14,1.8,2.89,2.09,1.87,3.55,2.62,36,,7/11/2015,E0,1,1,,TRUE,FALSE,3,11,0,16,5,1,1,D,1,West Ham,2.65,3.3,2.5,TRUE,2.8,3.4,2.6,2.89,2.99,3.59,2.45,3.49,2.58,P Tierney,0,0,2.88,3.5,2.55,2.8,3.1,2.62,8,7,2,1,57,9,5,8,7,17,15,5,5,148.5,14,14,20,13,35,29,7,10,313.5,21,37,35,28,13,8,3,3,118.75,16,11,14,12,5,3,1,0,39.75,4,9,10,3,13,25,3,3,150.25,13,18,26,22,33,37,3,9,313.5,28,33,44,46,3,2,0,2,60,3,10,1,4,15,10,0,5,146.75,11,25,7,19,29,30,2,12,259.25,25,45,24,44,13,8,3,3,81.25,16,11,14,12,8,7,2,1,43,9,5,8,7,21,24,3,3,138,22,18,22,28,36,46,7,5,297.75,32,38,37,53
D,17,0,14,4,1,Tottenham,5,4,1.73,4.4,3.8,1.72,43,22,-0.75,2.33,1.59,4.85,2.02,1.85,3.95,1.69,2.5,1.63,5.21,2.08,1.89,4.25,1.75,33,,8/11/2015,E0,1,1,,TRUE,TRUE,7,12,0,10,4,1,0,A,0,Arsenal,5,3.9,1.6,TRUE,5,4,1.7,5.21,4.72,3.96,1.8,4.18,1.7,M Atkinson,0,1,5,4.1,1.73,5,3.4,1.75,2,1,1,0,50.5,2,4,6,6,15,10,3,2,164.25,9,16,22,20,24,27,8,5,350.5,23,29,37,40,8,25,2,3,94,2,13,10,25,8,6,0,2,58,8,7,4,2,21,23,2,2,171,20,25,16,17,38,40,10,12,366.75,30,45,29,40,5,5,0,2,39.75,2,6,4,7,16,6,4,3,175.75,18,12,26,15,27,26,10,6,337.5,29,29,47,40,8,25,2,3,106,2,13,10,25,4,5,2,0,58.75,2,8,5,15,9,17,3,4,194.75,13,26,16,43,17,35,5,8,376,26,43,28,73
D,7,0,13,3,1,Man City,1.44,5,7.5,1.44,4.33,7,43,23,1.25,2.15,1.69,1.44,1.97,1.88,4.58,7.29,2.28,1.77,1.5,2.02,1.94,5,8.15,37,,8/11/2015,E0,0,0,,FALSE,FALSE,3,7,0,3,0,0,0,D,1,Aston Villa,1.5,4,6.1,TRUE,1.44,4.75,7.5,1.44,1.42,5.05,8.55,4.93,8.15,C Pawson,0,0,1.44,4.8,8,1.44,4,8,6,6,3,0,71.75,3,5,11,5,20,25,8,2,166,14,15,31,22,44,32,11,9,353.5,39,22,57,31,13,7,4,3,110.25,17,7,18,9,4,8,0,2,58.75,6,8,8,7,14,22,3,11,166.75,17,16,16,22,22,47,4,17,384,25,46,27,66,3,6,1,0,43,2,8,4,5,12,19,4,9,160.5,12,13,12,20,25,40,10,12,288.5,25,38,22,37,13,7,4,3,89.75,17,7,18,9,2,7,1,0,61,2,10,4,7,11,14,3,4,178.25,8,21,11,16,26,25,8,9,340.5,12,40,24,39
A,6,0,9,4,2,Crystal Palace,6,3.8,1.67,5,3.7,1.67,43,22,-0.75,1.87,1.92,5.39,2,1.86,3.8,1.66,1.94,2,6,2.06,1.91,4,1.7,37,,8/11/2015,E0,2,1,,TRUE,TRUE,14,7,0,22,4,1,1,D,1,Liverpool,5.4,3.7,1.6,TRUE,5.5,3.75,1.7,5.73,6.51,3.92,1.64,3.99,1.68,N Swarbrick,1,0,5.75,4,1.67,6,3.2,1.7,4,1,3,2,33.5,1,8,6,7,15,8,7,5,105.75,11,24,15,23,30,34,16,8,235.25,21,49,30,37,8,8,5,4,73,16,12,10,15,3,7,0,1,53,1,2,3,9,18,14,4,3,131.75,17,10,17,18,40,31,8,8,275.5,36,29,33,27,5,3,1,0,52,3,2,8,5,18,12,3,7,154,19,9,21,14,34,27,4,12,344.25,37,21,50,29,8,8,5,4,127,16,12,10,15,5,4,4,1,64.75,7,8,5,8,17,19,5,6,188.3333333,20,23,12,27,25,30,9,11,337.0833333,31,37,19,43
H,12,0,4,2,4,Norwich,9,5,1.4,8,4.75,1.4,42,26,-1.5,2.12,1.71,8.04,1.69,2.23,4.62,1.42,2.3,1.78,9,1.75,2.29,5,1.45,36,,11/21/2015,E0,0,1,,FALSE,TRUE,6,4,0,21,7,0,0,D,1,Chelsea,7.3,4.4,1.4,TRUE,8.5,4.5,1.44,8.78,8.82,5.03,1.41,4.86,1.43,C Pawson,0,1,8.5,4.8,1.44,8,4.5,1.4,4,12,1,3,30,1,7,4,8,16,22,5,11,143.5,10,14,22,18,28,40,9,16,281,22,36,37,44,,,,,,,,,,2,5,0,1,30.75,7,4,1,4,13,34,3,2,163,17,20,11,14,21,48,8,8,328,27,47,21,33,9,1,0,1,64,9,5,10,2,19,12,4,5,178.25,25,11,20,14,41,32,8,14,348.25,44,30,35,35,,,,,,,,,,7,1,3,1,37.25,5,1,8,5,17,9,7,3,143.5,15,9,19,16,37,25,14,6,318.75,26,29,40,56
H,9,0,10,3,0,Aston Villa,6.5,4.2,1.57,5.75,3.9,1.57,42,26,-1,1.89,1.91,6.21,1.88,1.99,4,1.57,2,1.99,7,1.92,2.07,4.27,1.62,37,,11/21/2015,E0,0,4,,TRUE,TRUE,2,6,0,16,9,0,3,H,0,Everton,5.6,3.9,1.55,TRUE,6,4,1.6,6.8,5.31,4.01,1.72,4.2,1.57,M Oliver,0,1,7,4.2,1.55,6,3.8,1.57,3,4,1,3,35.5,6,4,6,8,8,19,4,7,121.25,17,10,13,30,20,35,7,14,272.5,29,36,29,51,8,8,2,6,95.25,7,6,10,13,8,3,0,0,46.25,7,3,8,0,19,16,3,1,142.5,13,11,18,12,35,26,7,3,305.5,23,30,30,33,5,3,1,1,48.5,6,8,7,6,14,16,5,5,142.5,14,21,17,18,29,33,8,5,295.25,28,40,35,47,8,8,2,6,104.75,7,6,10,13,1,6,3,5,70.25,4,6,11,4,15,16,7,6,164.5,12,16,22,24,39,39,12,12,320.75,28,34,43,38
A,13,0,14,9,3,Liverpool,5.5,4,1.7,5.5,3.75,1.7,42,25,-0.75,2.09,1.73,5.28,2.05,1.82,3.94,1.66,2.25,1.79,5.75,2.09,1.86,4.2,1.7,36,,11/21/2015,E0,4,1,,TRUE,TRUE,11,5,0,11,3,3,1,A,0,Man City,4.7,3.6,1.7,TRUE,5.5,3.8,1.7,5.56,4.48,3.72,1.89,4.15,1.67,J Moss,1,0,5.75,4.1,1.65,5.5,3.5,1.7,7,1,3,1,62.75,5,1,8,5,24,14,4,2,164.25,13,9,21,23,41,28,6,6,290.5,27,21,40,41,7,9,1,6,90,11,9,6,4,6,14,2,1,61.5,3,9,3,12,14,35,5,5,189,12,20,10,35,31,52,10,7,367,27,46,22,58,8,3,0,0,53.75,7,3,8,0,21,14,1,4,142.25,19,9,26,8,38,32,7,5,327,36,29,58,21,7,9,1,6,110,11,9,6,4,4,12,1,3,70,1,7,4,8,14,19,3,15,184,6,19,10,25,21,49,5,21,361.25,14,44,23,56
A,12,0,18,7,1,Leicester,2.5,3.6,2.88,2.5,3.4,2.65,40,24,0,2.17,1.68,2.51,1.84,2.01,3.44,2.79,2.25,1.76,2.6,1.88,2.07,3.65,2.9,35,,11/21/2015,E0,3,0,,TRUE,TRUE,4,9,0,9,1,1,0,A,4,Newcastle,2.5,3.3,2.65,TRUE,2.5,3.5,2.8,2.58,2.5,3.57,2.94,3.55,2.85,M Jones,2,0,2.55,3.6,2.8,2.6,3.25,2.75,4,6,3,2,55.5,5,4,5,7,19,28,7,5,134.75,23,17,21,15,31,43,12,9,254.8333333,36,28,30,24,14,20,0,4,88.5,10,16,9,16,2,4,1,2,40.75,3,4,4,6,9,13,6,5,129.25,13,16,24,19,24,25,11,13,248.75,30,42,43,39,0,16,1,0,34.5,1,10,0,12,13,23,2,9,139.75,8,20,17,27,29,44,2,13,275,19,38,30,58,14,20,0,4,111.5,10,16,9,16,4,11,0,0,51.5,5,5,2,10,17,18,4,8,142.5,22,10,18,18,37,29,8,12,282.25,42,21,44,30
A,8,0,16,4,0,Stoke,7,4,1.57,5.75,3.9,1.57,42,26,-1,1.78,2.03,6.23,1.83,2.04,3.88,1.59,1.86,2.09,7,1.87,2.12,4.1,1.65,37,,11/21/2015,E0,1,0,,TRUE,FALSE,7,8,0,16,1,1,0,A,2,Southampton,5.1,3.6,1.65,TRUE,6.5,3.8,1.62,6.5,5.98,3.87,1.68,4.06,1.61,L Mason,0,0,6.5,4,1.62,6.5,3.5,1.62,4,11,0,0,48.5,5,5,2,10,11,21,3,0,149.25,12,18,11,22,15,47,6,5,271.5,24,42,25,59,8,8,1,3,87,4,20,10,9,9,1,0,1,36,9,5,10,2,21,15,3,3,153,16,17,25,8,35,27,7,5,315.75,32,30,44,22,7,3,1,0,66,4,4,7,2,20,17,5,2,146.5,12,17,18,14,33,32,7,4,302,30,31,39,26,8,8,1,3,113,4,20,10,9,6,4,0,2,59.75,10,7,6,3,16,14,4,6,157.75,25,20,23,13,34,34,10,11,309.75,37,43,32,39
D,9,0,16,4,2,Bournemouth,4.5,3.6,1.91,4.5,3.6,1.85,42,24,-0.5,1.82,1.98,4.34,1.98,1.88,3.47,1.89,1.9,2.06,4.6,2.04,1.92,3.8,1.95,37,,11/21/2015,E0,2,2,,TRUE,FALSE,4,7,0,11,4,2,2,D,3,Swansea,3.8,3.45,1.9,TRUE,4.33,3.5,1.91,4.6,3.61,3.37,2.24,3.59,1.91,A Marriner,0,0,4.6,3.6,1.9,4.5,3.1,1.95,6,4,0,2,40.25,10,7,6,3,20,8,2,10,137,16,15,16,13,36,23,8,17,281.25,33,39,27,24,,,,,,,,,,0,16,1,0,65.5,1,10,0,12,8,25,7,3,164.25,8,18,12,24,18,42,10,6,332.5,17,32,23,40,2,5,0,1,69.25,7,4,1,4,11,13,4,4,177,17,15,12,15,26,21,9,7,342.5,29,30,41,36,,,,,,,,,,4,4,3,0,56.25,7,1,3,7,12,10,8,1,147.5,18,14,19,17,21,16,9,5,294.75,32,31,35,37
A,12,0,13,6,2,Man United,2,3.4,4.33,2,3.4,3.9,42,24,0.75,1.59,2.34,2.01,2.34,1.63,3.29,4.07,1.69,2.46,2.07,2.44,1.67,3.45,4.6,36,,11/21/2015,E0,2,1,,TRUE,TRUE,4,6,0,10,5,1,0,A,1,Watford,1.9,3.45,3.8,TRUE,2.05,3.4,4,2.07,2.1,3.38,4.02,3.38,4.14,R Madley,1,1,2.05,3.25,4.33,2.05,3.1,4,3,7,0,0,58.75,2,6,3,9,12,15,3,3,165.5,7,18,14,23,23,23,8,7,342.5,23,30,23,35,,,,,,,,,,1,5,0,2,73.5,2,6,1,5,7,16,0,5,198.5,7,13,11,14,18,32,2,8,373,16,24,23,39,2,4,1,2,59.25,3,4,4,6,10,20,4,4,137.75,13,16,16,16,21,42,8,9,251.25,25,36,31,36,,,,,,,,,,2,7,0,2,50.25,4,6,3,12,15,16,4,2,139.5,13,18,22,23,24,24,4,3,299,28,37,34,47
H,10,0,11,3,2,Arsenal,1.53,4.33,7,1.53,4.33,6,42,26,1,2.02,1.79,1.54,1.91,1.96,4.18,6.4,2.12,1.89,1.59,1.97,2.05,4.4,7,36,,11/21/2015,E0,1,2,,TRUE,FALSE,3,14,0,4,1,1,2,H,3,West Brom,1.55,3.9,5.6,TRUE,1.53,4.33,6.5,1.57,1.6,4.28,6.11,4.29,6.68,M Clattenburg,0,0,1.53,4.33,7,1.53,4,6.5,4,4,3,0,43.75,7,1,3,7,18,13,11,2,169.5,18,12,29,19,38,24,13,6,352.25,32,22,63,41,7,11,2,4,112.75,12,14,17,14,6,7,1,1,57,9,5,4,2,17,17,2,6,161.75,16,19,14,15,30,42,4,9,357.75,26,45,32,57,1,5,0,2,26.5,2,6,1,5,7,26,1,4,101,6,19,8,25,23,36,3,4,220,20,37,24,51,7,11,2,4,87.25,12,14,17,14,4,6,3,2,44.5,5,4,5,7,13,13,6,5,147.75,13,12,14,14,31,31,12,8,252,26,28,37,27
H,9,0,10,4,2,West Ham,6.5,4.2,1.57,5.25,4.1,1.57,41,26,-1,2.14,1.7,6.22,1.96,1.91,4.15,1.55,2.34,1.78,6.8,2,1.99,4.5,1.6,34,,11/22/2015,E0,1,4,,TRUE,TRUE,7,13,0,22,12,0,2,H,2,Tottenham,5.4,3.7,1.6,TRUE,6.5,4,1.57,6.78,6.44,4.32,1.58,4.43,1.55,A Taylor,1,2,6.5,4.4,1.55,6,3.75,1.6,2,7,0,2,49.75,4,6,3,12,19,9,5,6,148,23,13,22,19,33,35,12,7,253.75,31,37,33,53,14,15,3,4,81.5,4,18,10,17,5,3,1,1,51.5,6,8,7,6,14,17,5,5,132.75,14,16,19,20,29,36,11,11,283.9166667,30,29,36,37,6,7,1,1,43,9,5,4,2,17,16,9,3,157.25,16,14,25,12,34,25,12,4,331.25,38,30,47,30,14,15,3,4,118.5,4,18,10,17,3,4,1,3,64.5,6,4,6,8,18,17,2,7,166.25,16,12,29,23,28,33,4,10,336,32,30,48,56
A,11,0,12,4,3,Sunderland,7,4,1.57,5.75,3.8,1.57,39,24,-1,1.93,1.88,6.5,1.93,1.93,3.99,1.55,2.01,1.95,7,1.98,2.03,4.31,1.65,34,,11/23/2015,E0,1,0,,FALSE,TRUE,11,18,0,19,7,0,0,D,1,Crystal Palace,5.1,3.6,1.65,TRUE,6.5,4,1.57,6.77,6.6,4.52,1.55,4.31,1.56,M Atkinson,1,0,7,4.2,1.55,7,3.4,1.6,1,6,3,5,29.75,4,6,11,4,8,12,3,9,110,9,14,22,16,18,30,8,17,249.25,19,38,35,44,6,18,8,1,103,0,9,13,11,7,3,1,0,34,4,4,7,2,25,5,3,5,123.25,18,13,29,10,43,20,8,7,255,39,28,58,25,6,14,2,1,38.5,3,9,3,12,12,23,3,2,135,11,22,16,24,28,37,8,6,242.25,22,48,34,59,6,18,8,1,97,0,9,13,11,3,7,0,0,41.25,2,6,3,9,15,16,3,4,149.25,15,11,17,27,29,32,5,10,274.25,35,28,48,46
A,13,0,14,6,3,Watford,2.8,3.3,2.75,2.75,3,2.75,49,28,-0.25,1.58,2.34,2.79,1.66,2.29,3.13,2.69,1.64,2.42,2.9,1.69,2.35,3.3,2.8,40,,11/28/2015,E0,3,2,,TRUE,TRUE,10,6,0,12,6,1,1,D,2,Aston Villa,2.65,3.3,2.5,TRUE,2.8,3.25,2.7,2.85,2.84,3.27,2.76,3.25,2.77,L Mason,2,1,2.88,3.13,2.8,2.7,3.1,2.7,2,4,1,2,59.25,3,4,4,6,10,20,4,4,137.75,13,16,16,16,21,42,8,9,251.25,25,36,31,36,,,,,,,,,,10,4,1,2,41,6,2,6,7,21,14,4,4,126.5,14,13,20,23,30,26,5,5,273.75,30,32,39,44,3,2,0,4,35.5,3,4,8,9,10,10,2,8,122.25,15,12,18,22,20,31,6,18,265,30,32,33,55,,,,,,,,,,8,3,0,0,46.25,7,3,8,0,19,16,3,1,142.5,13,11,18,12,35,26,7,3,305.5,23,30,30,33
D,6,0,11,6,0,Everton,2.5,3.6,2.9,2.5,3.4,2.65,49,28,0,2.03,1.78,2.45,1.78,2.09,3.41,2.87,2.12,1.85,2.51,1.82,2.16,3.6,3,44,,11/28/2015,E0,3,3,,TRUE,TRUE,10,6,0,19,10,2,0,A,2,Bournemouth,2.4,3.3,2.75,TRUE,2.5,3.5,2.9,2.51,2.7,3.66,2.65,3.53,2.95,K Friend,1,3,2.4,3.6,3,2.5,3.2,2.9,5,3,1,1,48.5,6,8,7,6,14,16,5,5,142.5,14,21,17,18,29,33,8,5,295.25,28,40,35,47,,,,,,,,,,3,2,0,4,64.5,3,4,8,9,7,13,6,9,180,9,17,25,23,39,33,10,14,318,28,33,45,43,5,4,3,2,58.25,8,2,6,7,18,9,4,10,144,22,14,14,16,33,21,10,18,293.75,34,28,28,27,,,,,,,,,,0,16,1,0,65.5,1,10,0,12,8,25,7,3,164.25,8,18,12,24,18,42,10,6,332.5,17,32,23,40
H,13,0,7,2,1,Newcastle,5.5,3.9,1.7,4.4,3.8,1.72,49,29,-0.75,2.02,1.78,5.09,1.99,1.87,3.83,1.69,2.16,1.87,5.53,2.05,1.9,4.04,1.75,43,,11/28/2015,E0,1,5,,TRUE,TRUE,7,7,0,19,8,1,3,H,1,Crystal Palace,4.5,3.5,1.75,TRUE,5.5,3.8,1.7,5.53,5.17,4.1,1.71,4.04,1.69,S Attwell,0,2,5.5,4,1.7,5,3.5,1.73,0,16,1,0,34.5,1,10,0,12,13,23,2,9,139.75,8,20,17,27,29,44,2,13,275,19,38,30,58,6,16,4,4,112.5,6,15,5,7,9,4,3,0,52,5,4,9,6,20,18,5,6,150.5,16,11,22,18,40,27,9,10,277.5,39,22,48,32,6,14,2,1,38.5,3,9,3,12,12,23,3,2,135,11,22,16,24,28,37,8,6,242.25,22,48,34,59,6,16,4,4,87.5,6,15,5,7,2,11,1,0,65.25,6,11,5,10,14,19,4,2,154.25,19,18,18,22,25,37,5,8,304,37,36,39,50
D,7,0,10,2,1,Man United,2.4,3.5,3.1,2.4,3.4,2.95,47,27,0.25,1.78,2.02,2.34,1.99,1.88,3.35,3.13,1.87,2.11,2.4,2.03,1.92,3.53,3.3,41,,11/28/2015,E0,1,1,,TRUE,FALSE,1,5,0,7,3,1,1,D,0,Leicester,2.3,3.3,2.9,TRUE,2.38,3.4,3,2.36,2.34,3.49,3.26,3.45,3.26,C Pawson,0,0,2.38,3.4,3.3,2.4,3.1,3.1,10,4,1,2,59,6,2,6,7,16,16,4,2,172.5,10,15,15,26,28,24,8,9,346.25,24,29,26,40,7,6,5,7,129.9166667,12,9,5,9,1,5,0,2,73.5,2,6,1,5,7,16,0,5,198.5,7,13,11,14,18,32,2,8,373,16,24,23,39,9,4,3,0,48,5,4,9,6,20,16,8,4,149.75,20,14,23,16,36,39,13,8,269.5,37,28,34,24,7,6,5,7,70.08333333,12,9,5,9,2,4,1,2,40.75,3,4,4,6,9,13,6,5,129.25,13,16,24,19,24,25,11,13,248.75,30,42,43,39
H,11,0,12,8,1,Southampton,6,4.33,1.6,5.25,4.2,1.6,49,31,-1,2.23,1.65,5.9,1.92,1.93,4.19,1.57,2.32,1.71,6.58,2,1.98,4.4,1.6,43,,11/28/2015,E0,1,3,,TRUE,TRUE,6,14,0,16,9,0,2,H,2,Man City,6.1,4,1.5,TRUE,6,4.33,1.57,6.28,6.37,4.4,1.57,4.4,1.58,R East,1,1,6.25,4.4,1.57,6,3.8,1.57,7,3,1,0,66,4,4,7,2,20,17,5,2,146.5,12,17,18,14,33,32,7,4,302,30,31,39,26,10,16,3,2,86.75,13,13,12,15,3,7,1,0,54.5,10,11,4,4,16,17,3,4,168,30,24,19,10,28,32,8,11,310.5,45,48,31,34,8,3,0,0,53.75,7,3,8,0,21,14,1,4,142.25,19,9,26,8,38,32,7,5,327,36,29,58,21,10,16,3,2,113.25,13,13,12,15,5,11,3,2,60.75,2,5,9,5,16,24,5,11,185.25,7,17,15,19,25,55,8,20,373.75,13,42,25,52
