AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,BothToScore,Date,Div,FTAG,FTHG,FTR,GoalFirstHalf,GoalSecondHalf,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,IsTraining,LBA,LBD,LBH,PSA,PSCA,PSCD,PSCH,PSD,PSH,Referee,SHAG,SHHG,VCA,VCD,VCH,WHA,WHD,WHH,away_away_1_team_corners_against,away_away_1_team_corners_for,away_away_1_team_goals_against,away_away_1_team_goals_for,away_away_1_team_possession,away_away_1_team_shotsoff_against,away_away_1_team_shotsoff_for,away_away_1_team_shotson_against,away_away_1_team_shotson_for,away_away_3_team_corners_against,away_away_3_team_corners_for,away_away_3_team_goals_against,away_away_3_team_goals_for,away_away_3_team_possession,away_away_3_team_shotsoff_against,away_away_3_team_shotsoff_for,away_away_3_team_shotson_against,away_away_3_team_shotson_for,away_away_6_team_corners_against,away_away_6_team_corners_for,away_away_6_team_goals_against,away_away_6_team_goals_for,away_away_6_team_possession,away_away_6_team_shotsoff_against,away_away_6_team_shotsoff_for,away_away_6_team_shotson_against,away_away_6_team_shotson_for,away_direct_team_corners_against,away_direct_team_corners_for,away_direct_team_goals_against,away_direct_team_goals_for,away_direct_team_possession,away_direct_team_shotsoff_against,away_direct_team_shotsoff_for,away_direct_team_shotson_against,away_direct_team_shotson_for,away_home_1_team_corners_against,away_home_1_team_corners_for,away_home_1_team_goals_against,away_home_1_team_goals_for,away_home_1_team_possession,away_home_1_team_shotsoff_against,away_home_1_team_shotsoff_for,away_home_1_team_shotson_against,away_home_1_team_shotson_for,away_home_3_team_corners_against,away_home_3_team_corners_for,away_home_3_team_goals_against,away_home_3_team_goals_for,away_home_3_team_possession,away_home_3_team_shotsoff_against,away_home_3_team_shotsoff_for,away_home_3_team_shotson_against,away_home_3_team_shotson_for,away_home_6_team_corners_against,away_home_6_team_corners_for,away_home_6_team_goals_against,away_home_6_team_goals_for,away_home_6_team_possession,away_home_6_team_shotsoff_against,away_home_6_team_shotsoff_for,away_home_6_team_shotson_against,away_home_6_team_shotson_for,home_away_1_team_corners_against,home_away_1_team_corners_for,home_away_1_team_goals_against,home_away_1_team_goals_for,home_away_1_team_possession,home_away_1_team_shotsoff_against,home_away_1_team_shotsoff_for,home_away_1_team_shotson_against,home_away_1_team_shotson_for,home_away_3_team_corners_against,home_away_3_team_corners_for,home_away_3_team_goals_against,home_away_3_team_goals_for,home_away_3_team_possession,home_away_3_team_shotsoff_against,home_away_3_team_shotsoff_for,home_away_3_team_shotson_against,home_away_3_team_shotson_for,home_away_6_team_corners_against,home_away_6_team_corners_for,home_away_6_team_goals_against,home_away_6_team_goals_for,home_away_6_team_possession,home_away_6_team_shotsoff_against,home_away_6_team_shotsoff_for,home_away_6_team_shotson_against,home_away_6_team_shotson_for,home_direct_team_corners_against,home_direct_team_corners_for,home_direct_team_goals_against,home_direct_team_goals_for,home_direct_team_possession,home_direct_team_shotsoff_against,home_direct_team_shotsoff_for,home_direct_team_shotson_against,home_direct_team_shotson_for,home_home_1_team_corners_against,home_home_1_team_corners_for,home_home_1_team_goals_against,home_home_1_team_goals_for,home_home_1_team_possession,home_home_1_team_shotsoff_against,home_home_1_team_shotsoff_for,home_home_1_team_shotson_against,home_home_1_team_shotson_for,home_home_3_team_corners_against,home_home_3_team_corners_for,home_home_3_team_goals_against,home_home_3_team_goals_for,home_home_3_team_possession,home_home_3_team_shotsoff_against,home_home_3_team_shotsoff_for,home_home_3_team_shotson_against,home_home_3_team_shotson_for,home_home_6_team_corners_against,home_home_6_team_corners_for,home_home_6_team_goals_against,home_home_6_team_goals_for,home_home_6_team_possession,home_home_6_team_shotsoff_against,home_home_6_team_shotsoff_for,home_home_6_team_shotson_against,home_home_6_team_shotson_for
7.0,14.0,0.0,10.0,4.0,3.0,Swansea,9.0,4.2,1.4,8.0,3.9,1.45,44.0,29.0,-1.5,1.83,1.96,7.83,1.6,2.39,4.27,1.45,1.88,2.06,9.0,1.65,2.49,4.6,1.5,36.0,True,2016-02-28,E0,1.0,2.0,H,True,True,7.0,11.0,0.0,34.0,14.0,1.0,0.0,A,2.0,Tottenham,7.0,4.0,1.45,True,8.0,4.0,1.44,8.27,8.62,4.22,1.5,4.5,1.48,M Jones,0.0,2.0,8.0,4.5,1.45,7.5,4.2,1.44,7.0,7.0,1.0,1.0,57.75,7.0,6.0,8.0,7.0,10.0,18.0,5.0,3.0,147.5,12.0,22.0,16.0,25.0,26.0,38.0,6.0,6.0,274.5,22.0,38.0,31.0,41.0,19.0,18.0,7.0,5.0,130.75,12.0,14.0,21.0,23.0,4.0,5.0,1.0,0.0,52.66666666666666,4.0,7.0,10.0,6.0,12.0,20.0,2.0,2.0,176.41666666666663,19.0,19.0,17.0,17.0,34.0,36.0,5.0,6.0,372.6666666666666,35.0,37.0,26.0,34.0,1.0,7.0,2.0,1.0,60.0,3.0,8.0,1.0,6.0,19.0,16.0,9.0,1.0,191.5,17.0,20.0,20.0,14.0,33.0,29.0,14.0,3.0,364.5,33.0,28.0,40.0,37.0,19.0,18.0,7.0,5.0,169.25,12.0,14.0,21.0,23.0,1.0,15.0,0.0,1.0,68.5,2.0,6.0,2.0,22.0,12.0,42.0,2.0,5.0,201.75,9.0,24.0,8.0,46.0,22.0,61.0,4.0,9.0,374.0,23.0,37.0,16.0,74.0
3.0,15.0,0.0,13.0,5.0,3.0,Arsenal,2.38,3.25,3.0,2.5,3.2,2.95,44.0,27.0,0.25,1.62,2.27,2.37,2.0,1.86,3.21,3.17,1.67,2.42,2.6,2.05,1.9,3.32,3.4,37.0,True,2016-02-28,E0,2.0,3.0,H,True,True,2.0,21.0,0.0,7.0,5.0,1.0,2.0,H,4.0,Man United,2.6,3.1,2.7,True,2.4,3.1,2.9,2.39,2.29,3.4,3.46,3.32,3.32,C Pawson,1.0,1.0,2.38,3.25,3.4,2.25,3.2,3.3,3.0,7.0,2.0,0.0,54.0,1.0,7.0,6.0,11.0,12.0,22.0,5.0,3.0,150.25,11.0,20.0,16.0,30.0,27.0,33.0,8.0,9.0,333.5,24.0,40.0,28.0,44.0,16.0,19.0,1.0,7.0,145.25,13.0,19.0,10.0,24.0,1.0,11.0,1.0,2.0,69.0,2.0,14.0,3.0,10.0,11.0,30.0,2.0,2.0,182.0,8.0,24.0,21.0,27.0,26.0,50.0,3.0,7.0,333.25,22.0,45.0,45.0,41.0,8.0,6.0,2.0,1.0,68.75,3.0,11.0,8.0,9.0,23.0,21.0,4.0,2.0,177.75,13.0,26.0,21.0,29.0,45.0,32.0,8.0,9.0,333.5,23.0,45.0,38.0,43.0,16.0,19.0,1.0,7.0,154.75,13.0,19.0,10.0,24.0,5.0,2.0,0.0,3.0,48.5,7.0,7.0,3.0,6.0,11.0,10.0,2.0,5.0,162.0,15.0,19.0,9.0,19.0,16.0,32.0,4.0,6.0,361.0,28.0,42.0,19.0,38.0
8.0,7.0,0.0,10.0,7.0,1.0,Everton,1.91,3.6,4.5,1.85,3.6,4.33,47.0,29.0,0.75,1.81,2.0,1.87,2.13,1.76,3.53,4.4,1.9,2.08,1.93,2.2,1.8,3.7,4.7,39.0,True,2016-01-03,E0,3.0,1.0,A,True,True,9.0,8.0,0.0,14.0,5.0,2.0,0.0,A,3.0,Aston Villa,1.9,3.45,3.8,True,1.9,3.5,4.5,1.91,1.68,4.14,5.48,3.69,4.44,R East,1.0,1.0,1.9,3.6,4.6,1.85,3.4,4.5,7.0,3.0,1.0,0.0,67.25,6.0,6.0,11.0,3.0,16.0,18.0,5.0,4.0,172.75,19.0,17.0,20.0,16.0,30.0,34.0,10.0,9.0,315.25,33.0,38.0,37.0,34.0,11.0,10.0,2.0,10.0,169.25,10.0,10.0,18.0,22.0,2.0,6.0,4.0,3.0,50.25,2.0,9.0,3.0,3.0,10.0,29.0,8.0,6.0,178.0,11.0,22.0,10.0,20.0,17.0,42.0,14.0,15.0,358.0,20.0,39.0,35.0,43.0,7.0,3.0,0.0,2.0,50.5,4.0,4.0,4.0,3.0,18.0,16.0,2.0,4.0,142.75,13.0,22.0,12.0,14.0,28.0,26.0,4.0,12.0,265.0,28.0,34.0,30.0,36.0,11.0,10.0,2.0,10.0,130.75,10.0,10.0,18.0,22.0,6.0,9.0,1.0,1.0,56.75,4.0,6.0,5.0,8.0,21.0,24.0,5.0,4.0,170.5,11.0,20.0,18.0,21.0,40.0,40.0,8.0,5.0,313.0,24.0,31.0,36.0,33.0
2.0,18.0,0.0,6.0,1.0,0.0,Southampton,2.7,3.25,2.9,2.6,3.3,2.75,47.0,29.0,0.0,1.62,2.29,2.63,1.85,2.01,3.17,2.87,1.68,2.4,2.71,1.92,2.07,3.3,2.97,38.0,False,2016-01-03,E0,0.0,2.0,H,True,True,10.0,11.0,0.0,9.0,4.0,0.0,1.0,H,0.0,Bournemouth,2.5,3.2,2.75,True,2.62,3.2,2.9,2.68,2.74,3.26,2.86,3.3,2.91,M Dean,0.0,1.0,2.7,3.2,2.9,2.62,3.1,2.88,7.0,4.0,0.0,3.0,48.75,9.0,7.0,5.0,4.0,16.0,18.0,1.0,7.0,156.75,18.0,11.0,17.0,26.0,36.0,35.0,6.0,9.0,303.25,30.0,28.0,35.0,40.0,6.0,4.0,0.0,2.0,59.75,10.0,7.0,6.0,3.0,4.0,3.0,0.0,5.0,38.5,2.0,5.0,5.0,5.0,15.0,17.0,3.0,6.0,145.5,13.0,19.0,13.0,22.0,31.0,34.0,6.0,10.0,313.5,43.0,43.0,32.0,32.0,3.0,9.0,0.0,2.0,42.75,3.0,8.0,7.0,7.0,15.0,24.0,3.0,3.0,150.5,15.0,19.0,21.0,21.0,33.0,33.0,7.0,13.0,294.5,37.0,33.0,35.0,37.0,6.0,4.0,0.0,2.0,40.25,10.0,7.0,6.0,3.0,9.0,8.0,0.0,0.0,55.75,5.0,2.0,4.0,8.0,21.0,23.0,4.0,5.0,148.75,10.0,14.0,15.0,24.0,29.0,48.0,11.0,8.0,313.0,18.0,32.0,27.0,48.0
3.0,8.0,0.0,11.0,3.0,2.0,West Brom,5.5,3.8,1.73,5.25,3.75,1.7,47.0,31.0,-1.0,1.71,2.13,5.44,1.65,2.3,3.67,1.7,1.77,2.21,6.0,1.7,2.38,3.85,1.77,39.0,True,2016-01-03,E0,2.0,2.0,D,True,True,11.0,10.0,0.0,22.0,5.0,1.0,2.0,H,0.0,Leicester,4.7,3.6,1.7,True,6.0,3.75,1.67,5.5,5.87,3.95,1.68,3.84,1.73,M Clattenburg,1.0,0.0,6.0,3.75,1.7,5.5,3.5,1.7,7.0,0.0,0.0,1.0,38.25,5.0,3.0,4.0,1.0,14.0,9.0,3.0,5.0,110.25,9.0,22.0,11.0,24.0,21.0,35.0,4.0,9.0,211.25,15.0,41.0,19.0,49.0,13.0,18.0,6.0,5.0,136.91666666666666,11.0,14.0,15.0,18.0,6.0,18.0,0.0,1.0,55.5,4.0,5.0,4.0,15.0,20.0,25.0,3.0,3.0,121.0,12.0,11.0,17.0,24.0,34.0,35.0,9.0,7.0,250.5,28.0,21.0,32.0,36.0,6.0,7.0,0.0,1.0,35.2,5.0,13.0,3.0,13.0,16.0,20.0,6.0,3.0,104.2,16.0,25.0,9.0,24.0,36.0,36.0,14.0,7.0,253.95,36.0,39.0,32.0,40.0,13.0,18.0,6.0,5.0,163.08333333333334,11.0,14.0,15.0,18.0,13.0,1.0,0.0,0.0,39.25,6.0,6.0,12.0,5.0,29.0,3.0,2.0,3.0,110.5,13.0,12.0,26.0,12.0,38.0,16.0,8.0,8.0,239.75,26.0,28.0,50.0,31.0
4.0,5.0,0.0,10.0,2.0,2.0,Chelsea,1.7,4.0,5.25,1.67,3.8,5.25,46.0,31.0,1.0,1.97,1.83,1.68,2.19,1.71,3.89,5.26,2.05,1.91,1.71,2.26,1.75,4.08,5.7,39.0,True,2016-01-03,E0,2.0,1.0,A,True,True,4.0,17.0,0.0,13.0,2.0,2.0,0.0,A,3.0,Norwich,1.65,3.6,5.1,True,1.67,4.0,5.5,1.7,1.72,3.86,5.56,4.08,5.31,L Mason,0.0,1.0,1.7,4.0,5.4,1.67,3.6,5.5,3.0,5.0,0.0,0.0,31.0,5.0,5.0,3.0,6.0,15.0,10.0,1.0,2.0,134.25,12.0,11.0,12.0,17.0,34.0,22.0,5.0,7.0,312.5,37.0,22.0,32.0,31.0,5.0,6.0,0.0,1.0,63.75,1.0,9.0,3.0,11.0,4.0,9.0,1.0,4.0,64.25,3.0,7.0,8.0,8.0,10.0,22.0,3.0,7.0,196.25,16.0,22.0,19.0,26.0,26.0,33.0,7.0,10.0,346.0,28.0,36.0,34.0,47.0,4.0,9.0,0.0,3.0,43.0,6.0,3.0,4.0,9.0,5.0,24.0,2.0,7.0,116.25,12.0,14.0,8.0,23.0,21.0,45.0,5.0,17.0,235.5,20.0,32.0,26.0,44.0,5.0,6.0,0.0,1.0,36.25,1.0,9.0,3.0,11.0,7.0,3.0,0.0,2.0,49.5,4.0,4.0,4.0,3.0,17.0,11.0,2.0,4.0,125.0,23.0,14.0,11.0,6.0,30.0,45.0,5.0,6.0,288.0,40.0,34.0,22.0,20.0
5.0,14.0,0.0,13.0,5.0,1.0,Crystal Palace,3.1,3.3,2.5,3.0,3.2,2.45,47.0,30.0,-0.25,1.68,2.18,3.03,1.8,2.09,3.24,2.46,1.72,2.28,3.2,1.84,2.14,3.4,2.55,39.0,True,2016-01-03,E0,2.0,2.0,D,True,True,4.0,11.0,0.0,17.0,6.0,0.0,1.0,H,1.0,Sunderland,2.65,3.3,2.5,True,3.2,3.2,2.45,3.13,3.19,3.27,2.49,3.36,2.48,A Taylor,2.0,1.0,3.13,3.3,2.5,3.0,3.1,2.5,9.0,8.0,0.0,0.0,44.25,5.0,2.0,4.0,8.0,18.0,28.0,3.0,2.0,127.0,17.0,20.0,14.0,28.0,30.0,51.0,6.0,4.0,262.0,28.0,42.0,30.0,52.0,8.0,29.0,9.0,1.0,162.25,6.0,20.0,18.0,21.0,4.0,7.0,0.0,0.0,54.75,1.0,8.0,5.0,5.0,14.0,22.0,1.0,6.0,152.75,9.0,17.0,15.0,22.0,28.0,41.0,5.0,8.0,307.0,28.0,35.0,33.0,44.0,1.0,5.0,1.0,5.0,37.75,5.0,4.0,4.0,8.0,5.0,10.0,2.0,12.0,94.75,18.0,16.0,13.0,23.0,13.0,28.0,6.0,18.0,205.25,32.0,37.0,33.0,41.0,8.0,29.0,9.0,1.0,137.75,6.0,20.0,18.0,21.0,4.0,6.0,1.0,0.0,37.5,9.0,5.0,8.0,3.0,12.0,23.0,2.0,2.0,126.75,15.0,25.0,19.0,12.0,37.0,28.0,5.0,7.0,250.0,33.0,38.0,48.0,22.0
3.0,11.0,0.0,11.0,2.0,2.0,Swansea,10.0,5.25,1.36,8.25,4.6,1.36,47.0,31.0,-1.5,2.04,1.76,9.25,1.8,2.06,4.9,1.36,2.17,1.83,10.28,1.86,2.12,5.25,1.4,39.0,True,2016-02-03,E0,2.0,1.0,A,True,True,7.0,8.0,0.0,18.0,4.0,1.0,1.0,D,0.0,Arsenal,7.6,4.8,1.35,True,10.0,5.0,1.36,10.28,12.55,5.95,1.29,5.21,1.37,R Madley,1.0,0.0,10.0,5.2,1.36,8.5,4.8,1.36,1.0,7.0,3.0,0.0,48.0,2.0,10.0,3.0,8.0,7.0,18.0,4.0,2.0,135.0,6.0,24.0,13.0,23.0,21.0,36.0,5.0,6.0,286.0,22.0,36.0,24.0,38.0,15.0,16.0,5.0,2.0,139.5,15.0,9.0,13.0,32.0,3.0,6.0,0.0,1.0,62.5,8.0,4.0,5.0,3.0,16.0,14.0,3.0,5.0,184.0,17.0,11.0,11.0,10.0,38.0,29.0,9.0,7.0,363.75,39.0,31.0,25.0,30.0,6.0,6.0,0.0,0.0,53.0,3.0,4.0,6.0,8.0,13.0,18.0,3.0,8.0,157.75,12.0,18.0,15.0,24.0,29.0,29.0,9.0,10.0,348.5,30.0,35.0,28.0,34.0,15.0,16.0,5.0,2.0,160.5,15.0,9.0,13.0,32.0,7.0,6.0,1.0,0.0,48.25,3.0,4.0,8.0,2.0,14.0,22.0,1.0,3.0,159.75,11.0,22.0,22.0,13.0,30.0,36.0,3.0,10.0,330.0,32.0,36.0,41.0,26.0
2.0,14.0,0.0,4.0,2.0,1.0,Man City,2.88,3.4,2.63,2.75,3.2,2.55,46.0,29.0,-0.25,1.87,1.93,2.79,1.71,2.2,3.33,2.57,1.95,2.0,2.88,1.75,2.27,3.51,2.7,39.0,False,2016-02-03,E0,0.0,3.0,H,True,True,3.0,14.0,0.0,11.0,7.0,0.0,2.0,H,0.0,Liverpool,2.6,3.2,2.6,True,2.8,3.4,2.62,2.81,2.64,3.53,2.79,3.5,2.64,M Atkinson,0.0,1.0,2.8,3.4,2.7,2.8,3.2,2.62,2.0,5.0,2.0,2.0,54.25,5.0,6.0,12.0,2.0,20.0,10.0,4.0,3.0,167.75,20.0,18.0,30.0,10.0,42.0,18.0,5.0,7.0,342.25,39.0,28.0,52.0,15.0,12.0,20.0,4.0,8.0,170.75,13.0,14.0,15.0,9.0,6.0,5.0,0.0,4.0,49.25,4.0,8.0,6.0,6.0,12.0,22.0,1.0,9.0,165.5,12.0,22.0,14.0,26.0,26.0,44.0,6.0,16.0,332.5,19.0,34.0,36.0,48.0,3.0,3.0,5.0,4.0,49.0,2.0,2.0,6.0,1.0,17.0,12.0,6.0,6.0,173.0,22.0,14.0,27.0,10.0,38.0,32.0,10.0,12.0,336.0,39.0,23.0,48.0,21.0,12.0,20.0,4.0,8.0,129.25,13.0,14.0,15.0,9.0,4.0,5.0,1.0,0.0,51.25,5.0,10.0,1.0,10.0,13.0,21.0,4.0,4.0,172.8,17.0,32.0,8.0,34.0,31.0,47.0,9.0,8.0,361.55,28.0,55.0,15.0,67.0
7.0,17.0,0.0,13.0,3.0,2.0,Watford,6.0,3.8,1.67,5.5,3.5,1.65,47.0,31.0,-1.0,1.71,2.12,5.87,1.72,2.17,3.71,1.65,1.77,2.22,6.5,1.76,2.23,4.0,1.69,39.0,False,2016-02-03,E0,0.0,1.0,H,False,True,9.0,7.0,0.0,14.0,3.0,0.0,0.0,D,1.0,Man United,5.1,3.6,1.65,True,6.0,3.75,1.67,6.21,6.3,3.99,1.64,3.92,1.66,M Jones,0.0,1.0,6.0,3.9,1.67,6.0,3.4,1.67,3.0,6.0,0.0,1.0,37.5,8.0,4.0,5.0,3.0,8.0,23.0,1.0,7.0,125.5,12.0,18.0,17.0,17.0,23.0,45.0,5.0,12.0,273.5,22.0,37.0,38.0,31.0,10.0,4.0,1.0,2.0,41.0,6.0,2.0,6.0,7.0,7.0,2.0,1.0,2.0,53.75,7.0,5.0,2.0,4.0,15.0,11.0,5.0,4.0,141.75,21.0,14.0,11.0,12.0,35.0,26.0,6.0,12.0,274.0,37.0,21.0,27.0,30.0,4.0,5.0,1.0,0.0,48.75,5.0,10.0,1.0,10.0,19.0,11.0,4.0,5.0,146.25,12.0,22.0,12.0,20.0,44.0,21.0,7.0,10.0,331.25,25.0,34.0,30.0,34.0,10.0,4.0,1.0,2.0,59.0,6.0,2.0,6.0,7.0,4.0,4.0,1.0,0.0,55.25,5.0,6.0,1.0,3.0,9.0,13.0,2.0,2.0,182.5,13.0,17.0,9.0,19.0,12.0,35.0,4.0,5.0,386.0,23.0,41.0,17.0,37.0
2.0,6.0,0.0,5.0,3.0,0.0,Newcastle,4.2,3.5,2.0,4.33,3.4,1.83,47.0,29.0,-0.25,1.76,2.05,4.07,2.23,1.69,3.39,1.97,1.83,2.12,4.33,2.28,1.75,3.57,2.05,39.0,False,2016-02-03,E0,0.0,1.0,H,False,True,5.0,11.0,0.0,9.0,2.0,0.0,0.0,D,1.0,Stoke,3.8,3.45,1.9,True,4.33,3.4,1.95,4.1,4.0,3.51,2.06,3.53,2.03,N Swarbrick,0.0,1.0,4.2,3.5,2.0,4.0,3.4,1.95,7.0,2.0,1.0,2.0,46.25,7.0,5.0,2.0,4.0,17.0,27.0,1.0,4.0,136.5,16.0,20.0,13.0,23.0,24.0,56.0,5.0,10.0,259.5,22.0,44.0,19.0,54.0,22.0,18.0,1.0,2.0,153.0,18.0,13.0,10.0,19.0,3.0,3.0,1.0,2.0,53.25,4.0,9.0,4.0,14.0,13.0,11.0,5.0,5.0,140.75,15.0,19.0,18.0,23.0,36.0,20.0,10.0,7.0,284.0,32.0,32.0,37.0,36.0,4.0,8.0,0.0,3.0,53.75,0.0,8.0,4.0,4.0,12.0,18.0,5.0,8.0,160.0,2.0,23.0,16.0,13.0,27.0,45.0,6.0,10.0,314.5,21.0,48.0,27.0,45.0,22.0,18.0,1.0,2.0,147.0,18.0,13.0,10.0,19.0,6.0,6.0,0.0,0.0,47.0,3.0,4.0,6.0,8.0,21.0,14.0,2.0,4.0,152.5,8.0,18.0,15.0,17.0,39.0,23.0,4.0,8.0,285.25,30.0,37.0,33.0,32.0
3.0,11.0,0.0,9.0,2.0,3.0,Tottenham,2.0,3.6,4.0,2.0,3.3,3.7,47.0,29.0,0.25,1.82,1.97,1.99,1.72,2.18,3.47,3.89,1.88,2.05,2.06,1.76,2.25,3.64,4.1,39.0,False,2016-02-03,E0,0.0,1.0,H,True,False,6.0,10.0,0.0,14.0,3.0,0.0,1.0,H,0.0,West Ham,2.0,3.3,3.6,True,2.05,3.5,3.8,2.01,2.24,3.38,3.6,3.64,4.03,A Marriner,0.0,0.0,2.05,3.5,4.0,2.0,3.2,4.0,10.0,3.0,4.0,0.0,69.25,6.0,5.0,13.0,5.0,17.0,12.0,7.0,2.0,191.25,17.0,12.0,27.0,18.0,36.0,26.0,11.0,4.0,349.5,33.0,22.0,43.0,36.0,20.0,22.0,4.0,8.0,179.75,10.0,26.0,12.0,28.0,3.0,11.0,1.0,4.0,69.25,3.0,9.0,1.0,12.0,15.0,36.0,2.0,7.0,190.25,13.0,21.0,10.0,33.0,27.0,53.0,5.0,12.0,366.75,27.0,39.0,16.0,63.0,3.0,3.0,1.0,2.0,46.75,4.0,9.0,4.0,14.0,16.0,16.0,5.0,4.0,139.5,13.0,18.0,12.0,29.0,33.0,37.0,6.0,8.0,243.75,32.0,49.0,22.0,57.0,20.0,22.0,4.0,8.0,120.25,10.0,26.0,12.0,28.0,2.0,5.0,2.0,2.0,45.75,5.0,6.0,12.0,2.0,19.0,12.0,2.0,7.0,135.5,25.0,20.0,30.0,12.0,33.0,31.0,3.0,10.0,293.0,39.0,42.0,46.0,47.0
4.0,10.0,0.0,16.0,5.0,2.0,Stoke,7.5,4.5,1.5,6.75,3.9,1.5,47.0,32.0,-1.0,1.98,1.82,6.89,2.05,1.82,4.23,1.5,2.07,1.88,7.5,2.11,1.86,4.5,1.53,39.0,True,2016-05-03,E0,1.0,1.0,D,True,True,8.0,9.0,0.0,20.0,7.0,0.0,1.0,H,1.0,Chelsea,6.1,4.0,1.5,True,7.0,4.2,1.48,7.28,7.63,4.32,1.52,4.44,1.52,M Clattenburg,1.0,0.0,7.0,4.3,1.53,7.0,3.75,1.53,4.0,9.0,0.0,4.0,42.85,10.0,3.0,3.0,4.0,9.0,24.0,4.0,9.0,137.85,19.0,13.0,10.0,12.0,20.0,43.0,8.0,14.0,273.85,35.0,34.0,25.0,34.0,18.0,24.0,4.0,4.0,171.75,24.0,25.0,30.0,30.0,8.0,2.0,1.0,1.0,53.55,5.0,7.0,6.0,4.0,16.0,12.0,7.0,3.0,155.1611111111111,22.0,22.0,16.0,11.0,22.0,29.0,10.0,7.0,330.4111111111111,34.0,40.0,25.0,21.0,7.0,10.0,4.0,1.0,51.31578947368421,8.0,6.0,4.0,5.0,18.0,18.0,8.0,2.0,163.83333333333334,19.0,14.0,13.0,22.0,37.0,36.0,12.0,4.0,338.08333333333337,38.0,32.0,32.0,36.0,18.0,24.0,4.0,4.0,228.25,24.0,25.0,30.0,30.0,3.0,11.0,3.0,0.0,50.33333333333334,2.0,6.0,6.0,7.0,16.0,29.0,6.0,3.0,155.18333333333334,14.0,29.0,20.0,24.0,36.0,53.0,10.0,13.0,295.68333333333334,25.0,40.0,42.0,52.0
6.0,13.0,0.0,17.0,5.0,3.0,West Ham,5.0,4.0,1.73,5.0,3.6,1.7,47.0,31.0,-1.0,2.1,1.72,4.93,1.72,2.18,3.91,1.7,2.2,1.77,5.25,1.77,2.24,4.2,1.8,39.0,True,2016-05-03,E0,3.0,2.0,A,True,True,9.0,12.0,1.0,15.0,8.0,0.0,1.0,H,2.0,Everton,4.2,3.5,1.8,True,5.0,3.8,1.67,5.17,5.39,4.27,1.67,4.11,1.71,A Taylor,3.0,1.0,5.2,4.1,1.7,5.0,3.5,1.75,6.0,8.0,3.0,0.0,50.7,3.0,7.0,1.0,7.0,20.0,18.0,7.0,4.0,146.6921052631579,20.0,26.0,10.0,13.0,34.0,34.0,12.0,10.0,306.44210526315794,39.0,37.0,35.0,29.0,24.0,20.0,7.0,7.0,186.5,29.0,19.0,30.0,28.0,2.0,4.0,2.0,3.0,52.35,2.0,7.0,3.0,7.0,11.0,15.0,7.0,9.0,162.6277777777778,8.0,16.0,11.0,26.0,25.0,31.0,7.0,13.0,319.62777777777785,23.0,46.0,22.0,38.0,1.0,9.0,0.0,4.0,38.65,2.0,12.0,1.0,21.0,13.0,24.0,0.0,5.0,136.8517543859649,6.0,26.0,15.0,36.0,31.0,46.0,7.0,7.0,295.462865497076,17.0,44.0,32.0,56.0,24.0,20.0,7.0,7.0,213.5,29.0,19.0,30.0,28.0,10.0,3.0,1.0,1.0,53.0,9.0,3.0,5.0,4.0,21.0,19.0,6.0,4.0,149.8815789473684,22.0,6.0,18.0,19.0,26.0,43.0,10.0,7.0,336.13157894736844,30.0,41.0,26.0,50.0
1.0,10.0,0.0,2.0,1.0,1.0,Aston Villa,15.0,7.0,1.22,13.0,6.5,1.19,46.0,32.0,-2.0,2.46,1.53,14.95,1.82,2.04,6.67,1.21,2.6,1.58,17.0,1.9,2.11,7.5,1.24,35.0,False,2016-05-03,E0,0.0,4.0,H,False,True,9.0,10.0,0.0,22.0,9.0,0.0,0.0,D,0.0,Man City,13.0,5.8,1.2,True,15.0,6.5,1.2,16.27,18.14,7.99,1.19,7.08,1.22,L Mason,0.0,4.0,15.0,7.0,1.22,17.0,5.5,1.22,4.0,8.0,2.0,3.0,35.85,5.0,8.0,1.0,8.0,13.0,26.0,2.0,5.0,117.07222222222221,14.0,20.0,10.0,15.0,19.0,51.0,3.0,14.0,222.32222222222225,20.0,52.0,14.0,28.0,22.0,19.0,4.0,8.0,159.25,24.0,19.0,28.0,16.0,11.0,6.0,5.0,2.0,35.904761904761905,8.0,6.0,6.0,9.0,21.0,16.0,11.0,3.0,116.015873015873,16.0,18.0,14.0,18.0,44.0,30.0,22.0,4.0,237.26587301587298,30.0,34.0,29.0,34.0,3.0,5.0,1.0,1.0,56.42105263157895,3.0,2.0,5.0,2.0,10.0,20.0,8.0,1.0,164.75438596491227,12.0,14.0,15.0,14.0,24.0,34.0,9.0,4.0,336.7543859649123,24.0,26.0,30.0,25.0,22.0,19.0,4.0,8.0,240.75,24.0,19.0,28.0,16.0,4.0,9.0,0.0,4.0,57.15,10.0,3.0,3.0,4.0,17.0,28.0,2.0,6.0,172.91900584795326,15.0,24.0,10.0,15.0,23.0,55.0,7.0,13.0,357.91900584795326,21.0,53.0,18.0,36.0
